mag,validity,color,value,n,n_hits,hit_rate,hit_sem,median_rt,rt_sem,premature_rate
,0.25,,,256,102,0.3984375,0.03059852545682285,7.0,0.3908512044351239,0.0
,0.5,,,256,104,0.40625,0.03069576883887053,7.0,0.38484779855461376,0.0
,0.75,,,256,89,0.34765625,0.02976413673024351,7.0,0.41750555603815437,0.0
,1.0,,,256,109,0.42578125,0.030903805966839813,7.0,0.3948397654074399,0.0
