mag,validity,color,value,n,n_hits,hit_rate,hit_sem,median_rt,rt_sem,premature_rate
,,blue,1,256,72,0.28125,0.028100575331910467,8.5,0.45501023965726417,0.0
,,green,3,256,109,0.42578125,0.030903805966839813,7.0,0.3962932082611097,0.0
,,red,5,256,101,0.39453125,0.03054686095098382,7.0,0.37941873218854333,0.0
