mag,validity,color,value,n,n_hits,hit_rate,hit_sem,median_rt,rt_sem,premature_rate
,0.25,,,256,83,0.32421875,0.029255137913362057,8.0,0.4543019132338874,0.0
,0.5,,,256,72,0.28125,0.028100575331910467,8.5,0.5911388283760545,0.0
,0.75,,,256,79,0.30859375,0.02886956438698525,8.0,0.43491581530135043,0.0
,1.0,,,256,90,0.3515625,0.029841135919135786,8.0,0.4172092487759621,0.0
