model,role,dose,condition,response_rate,mean_rt,dprime,criterion,achieved_change_mass_t5,achieved_change_mass_t6
vda4_crossattn1_grid10x10_seed0,change,0.0,valid,1.0,5.016,4.655637455228613,-0.5516020544127779,0.0007663716678507626,0.0010851663537323475
vda4_crossattn1_grid10x10_seed0,change,0.0,invalid,0.952,5.163865546218488,3.4230048439766136,0.06471425121322161,0.0007663716678507626,0.0010851663537323475
vda4_crossattn1_grid10x10_seed0,change,0.0,nochange,0.036,5.222222222222222,,,0.0007663716678507626,0.0010851663537323475
vda4_crossattn1_grid10x10_seed0,change,0.25,valid,1.0,5.016,4.655637455228613,-0.5516020544127779,0.015170512720942497,0.021327437832951546
vda4_crossattn1_grid10x10_seed0,change,0.25,invalid,0.96,5.170833333333333,3.506020454473501,0.023206445964777722,0.015170512720942497,0.021327437832951546
vda4_crossattn1_grid10x10_seed0,change,0.25,nochange,0.036,5.222222222222222,,,0.015170512720942497,0.021327437832951546
vda4_crossattn1_grid10x10_seed0,change,0.5,valid,1.0,5.012,4.655637455228613,-0.5516020544127779,0.23618504405021667,0.30083024501800537
vda4_crossattn1_grid10x10_seed0,change,0.5,invalid,0.976,5.163934426229508,3.7210683810701015,-0.08431751733352255,0.23618504405021667,0.30083024501800537
vda4_crossattn1_grid10x10_seed0,change,0.5,nochange,0.036,5.222222222222222,,,0.23618504405021667,0.30083024501800537
vda4_crossattn1_grid10x10_seed0,change,0.75,valid,1.0,5.012,4.70622584974497,-0.526307857154599,0.861121416091919,0.893046498298645
vda4_crossattn1_grid10x10_seed0,change,0.75,invalid,0.992,5.153225806451613,4.15465038561403,-0.250520125089129,0.861121416091919,0.893046498298645
vda4_crossattn1_grid10x10_seed0,change,0.75,nochange,0.032,5.125,,,0.861121416091919,0.893046498298645
vda4_crossattn1_grid10x10_seed0,change,1.0,valid,1.0,5.012,4.70622584974497,-0.526307857154599,0.9920316934585571,0.9940394163131714
vda4_crossattn1_grid10x10_seed0,change,1.0,invalid,0.992,5.153225806451613,4.15465038561403,-0.250520125089129,0.9920316934585571,0.9940394163131714
vda4_crossattn1_grid10x10_seed0,change,1.0,nochange,0.032,5.125,,,0.9920316934585571,0.9940394163131714
vda4_crossattn1_grid10x10_seed0,cued,0.0,valid,1.0,5.012,4.6092245632990565,-0.5748085003775558,0.3288375735282898,0.40900564193725586
