model,role,dose,condition,response_rate,mean_rt,dprime,criterion,achieved_change_mass_t5,achieved_change_mass_t6
vda4_crossattn1_grid10x10_seed0,cued,0.0,invalid,0.984,5.150406504065041,3.828353942203298,-0.18437318982967654,0.3288375735282898,0.40900564193725586
vda4_crossattn1_grid10x10_seed0,cued,0.0,nochange,0.04,5.3,,,0.3288375735282898,0.40900564193725586
vda4_crossattn1_grid10x10_seed0,cued,0.25,valid,1.0,5.012,4.6092245632990565,-0.5748085003775558,0.3227931559085846,0.40209436416625977
vda4_crossattn1_grid10x10_seed0,cued,0.25,invalid,0.984,5.150406504065041,3.828353942203298,-0.18437318982967654,0.3227931559085846,0.40209436416625977
vda4_crossattn1_grid10x10_seed0,cued,0.25,nochange,0.04,5.3,,,0.3227931559085846,0.40209436416625977
vda4_crossattn1_grid10x10_seed0,cued,0.5,valid,1.0,5.012,4.655637455228613,-0.5516020544127779,0.23618504405021667,0.30083024501800537
vda4_crossattn1_grid10x10_seed0,cued,0.5,invalid,0.976,5.163934426229508,3.7210683810701015,-0.08431751733352255,0.23618504405021667,0.30083024501800537
vda4_crossattn1_grid10x10_seed0,cued,0.5,nochange,0.036,5.222222222222222,,,0.23618504405021667,0.30083024501800537
vda4_crossattn1_grid10x10_seed0,cued,0.75,valid,1.0,5.02,4.70622584974497,-0.526307857154599,0.037466783076524734,0.05039634555578232
vda4_crossattn1_grid10x10_seed0,cued,0.75,invalid,0.956,5.196652719665272,3.513648476320125,0.06998082955782348,0.037466783076524734,0.05039634555578232
vda4_crossattn1_grid10x10_seed0,cued,0.75,nochange,0.032,5.125,,,0.037466783076524734,0.05039634555578232
vda4_crossattn1_grid10x10_seed0,cued,1.0,valid,1.0,5.024,4.70622584974497,-0.526307857154599,0.0020974574144929647,0.0028500359039753675
vda4_crossattn1_grid10x10_seed0,cued,1.0,invalid,0.936,5.17948717948718,3.3351193733640865,0.15924538103584274,0.0020974574144929647,0.0028500359039753675
vda4_crossattn1_grid10x10_seed0,cued,1.0,nochange,0.032,5.125,,,0.0020974574144929647,0.0028500359039753675
vda4_crossattn1_grid10x10_seed0,control,0.0,valid,1.0,5.012,4.655637455228613,-0.5516020544127779,0.30996599793434143,0.382464200258255
vda4_crossattn1_grid10x10_seed0,control,0.0,invalid,0.972,5.172839506172839,3.6587697818526204,-0.053168217724781974,0.30996599793434143,0.382464200258255
vda4_crossattn1_grid10x10_seed0,control,0.0,nochange,0.036,5.222222222222222,,,0.30996599793434143,0.382464200258255
vda4_crossattn1_grid10x10_seed0,control,0.25,valid,1.0,5.012,4.655637455228613,-0.5516020544127779,0.30543822050094604,0.3775733411312103
vda4_crossattn1_grid10x10_seed0,control,0.25,invalid,0.972,5.172839506172839,3.6587697818526204,-0.053168217724781974,0.30543822050094604,0.3775733411312103
vda4_crossattn1_grid10x10_seed0,control,0.25,nochange,0.036,5.222222222222222,,,0.30543822050094604,0.3775733411312103
vda4_crossattn1_grid10x10_seed0,control,0.5,valid,1.0,5.012,4.655637455228613,-0.5516020544127779,0.23618504405021667,0.30083024501800537
vda4_crossattn1_grid10x10_seed0,control,0.5,invalid,0.976,5.163934426229508,3.7210683810701015,-0.08431751733352255,0.23618504405021667,0.30083024501800537
vda4_crossattn1_grid10x10_seed0,control,0.5,nochange,0.036,5.222222222222222,,,0.23618504405021667,0.30083024501800537
vda4_crossattn1_grid10x10_seed0,control,0.75,valid,1.0,5.012,4.655637455228613,-0.5516020544127779,0.042584918439388275,0.06017901375889778
vda4_crossattn1_grid10x10_seed0,control,0.75,invalid,0.96,5.129166666666666,3.506020454473501,0.023206445964777722,0.042584918439388275,0.06017901375889778
vda4_crossattn1_grid10x10_seed0,control,0.75,nochange,0.036,5.111111111111111,,,0.042584918439388275,0.06017901375889778
vda4_crossattn1_grid10x10_seed0,control,1.0,valid,1.0,5.012,4.566264190629322,-0.5962886867124229,0.0024390716571360826,0.003538468386977911
vda4_crossattn1_grid10x10_seed0,control,1.0,invalid,0.96,5.129166666666666,3.4166471898742112,-0.021480186334867257,0.0024390716571360826,0.003538468386977911
vda4_crossattn1_grid10x10_seed0,control,1.0,nochange,0.044,5.181818181818182,,,0.0024390716571360826,0.003538468386977911
