mag,validity,color,value,n,n_hits,hit_rate,hit_sem,median_rt,rt_sem,premature_rate
,,blue,1,256,200,0.78125,0.025837415147115142,4.0,0.25512581535831497,0.0
,,green,3,256,234,0.9140625,0.01751698351040244,3.0,0.2573693228958293,0.0
,,red,5,256,238,0.9296875,0.01597955876167341,4.0,0.25242158329546194,0.0
