assay,condition,source,displayed_validity,frame,metric,mean,sem,trials
cue_proportion_nochange,interrupted_noisy,current_image_keys,0.25,3,effective_locations,3.575693695128764,0.028053932015692288,96
cue_proportion_nochange,interrupted_noisy,current_image_keys,0.25,4,effective_locations,3.4402059236978713,0.0363779261626944,96
cue_proportion_nochange,interrupted_noisy,current_image_keys,0.25,5,effective_locations,3.410814569474082,0.03485713386640748,96
cue_proportion_nochange,interrupted_noisy,current_image_keys,0.25,6,effective_locations,3.2781214307082798,0.04650302029378321,96
cue_proportion_nochange,interrupted_noisy,previous_hidden_state_keys,0.25,0,source_share,0.99799744784832,0.0,96
cue_proportion_nochange,interrupted_noisy,previous_hidden_state_keys,0.25,1,source_share,0.003962871172461746,3.4794938504244004e-05,96
cue_proportion_nochange,interrupted_noisy,previous_hidden_state_keys,0.25,2,source_share,0.9996181289025117,5.2605364062156444e-06,96
cue_proportion_nochange,interrupted_noisy,previous_hidden_state_keys,0.25,3,source_share,0.7538134659601686,0.004969434682665495,96
cue_proportion_nochange,interrupted_noisy,previous_hidden_state_keys,0.25,4,source_share,0.8681714698662594,0.0032257229086544237,96
cue_proportion_nochange,interrupted_noisy,previous_hidden_state_keys,0.25,5,source_share,0.9028409986106757,0.002422909613693755,96
cue_proportion_nochange,interrupted_noisy,previous_hidden_state_keys,0.25,6,source_share,0.9473844888343592,0.0036957899774104283,96
cue_proportion_nochange,interrupted_noisy,previous_hidden_state_keys,0.25,0,cue_raw,0.24949936196208,0.0,96
cue_proportion_nochange,interrupted_noisy,previous_hidden_state_keys,0.25,1,cue_raw,0.0010146776468597334,1.9104012539027754e-05,96
cue_proportion_nochange,interrupted_noisy,previous_hidden_state_keys,0.25,2,cue_raw,0.12309052514804837,0.002457928437619548,96
cue_proportion_nochange,interrupted_noisy,previous_hidden_state_keys,0.25,3,cue_raw,0.20824990997789428,0.0016926145203344858,96
cue_proportion_nochange,interrupted_noisy,previous_hidden_state_keys,0.25,4,cue_raw,0.32880678462485474,0.009965796812290558,96
cue_proportion_nochange,interrupted_noisy,previous_hidden_state_keys,0.25,5,cue_raw,0.3700435838933724,0.010739719339620417,96
cue_proportion_nochange,interrupted_noisy,previous_hidden_state_keys,0.25,6,cue_raw,0.485098299793511,0.025528907069830013,96
