label,grid,n_tokens,seed,condition,window,source,trial,target_quadrant,cue_quadrant,source_total_share,target_raw_total_quadrant_mass,cue_raw_total_quadrant_mass,target_raw_peak_patch,cue_raw_peak_patch,target_raw_peak_patch_uniform_ratio,cue_raw_peak_patch_uniform_ratio,target_conditional_total_quadrant_mass,cue_conditional_total_quadrant_mass,target_conditional_peak_patch,cue_conditional_peak_patch,target_conditional_peak_patch_uniform_ratio,cue_conditional_peak_patch_uniform_ratio,target_peak_patch_quadrant_share,cue_peak_patch_quadrant_share,target_within_quadrant_peak_ratio,cue_within_quadrant_peak_ratio,target_minus_cue_raw_total_mass,target_minus_other_raw_total_mass,target_minus_cue_raw_peak,target_minus_other_raw_peak,target_minus_cue_peak_share,target_minus_other_peak_share,target_argmax_raw_total,target_argmax_raw_peak
vda4_crossattn1_grid10x10_seed1,10x10,100,1,valid,frame5,memory,91,0,0,0.8664257519412786,0.4809833850013092,0.4809833850013092,0.1795709878206253,0.1795709878206253,35.91419756412506,35.91419756412506,0.5551351444986916,0.5551351444986916,0.20725490605315666,0.20725490605315666,20.725490605315667,20.725490605315667,0.7143725251799401,0.7143725251799401,9.333533829871094,9.333533829871094,0.0,0.3525025960213194,0.0,0.15563837283601364,0.0,0.6191633669065868,1,1
vda4_crossattn1_grid10x10_seed1,10x10,100,1,valid,frame5,memory,92,0,0,0.8611705853836611,0.35075488220900297,0.35075488220900297,0.05792681500315666,0.05792681500315666,11.585363000631332,11.585363000631332,0.40730011935177485,0.40730011935177485,0.06726520388216653,0.06726520388216653,6.726520388216653,6.726520388216653,0.4230015268968917,0.4230015268968917,4.12872478341157,4.12872478341157,0.0,0.18061631448411694,0.0,0.03158830975492795,0.0,0.23066870252918895,1,1
vda4_crossattn1_grid10x10_seed1,10x10,100,1,valid,frame5,memory,93,0,0,0.9156132340431213,0.5330814095214009,0.5330814095214009,0.14506381750106812,0.14506381750106812,29.012763500213623,29.012763500213623,0.5822124339197735,0.5822124339197735,0.15843350893968866,0.15843350893968866,15.843350893968866,15.843350893968866,0.7335035061196786,0.7335035061196786,6.803079928791084,6.803079928791084,0.0,0.4055708013474941,0.0,0.12749562210713825,0.0,0.6446713414929048,1,1
vda4_crossattn1_grid10x10_seed1,10x10,100,1,valid,frame5,memory,94,0,0,0.9043338157935068,0.599208076717332,0.599208076717332,0.28445982933044434,0.28445982933044434,56.89196586608887,56.89196586608887,0.6625961191018357,0.6625961191018357,0.3145517997475803,0.3145517997475803,31.45517997475803,31.45517997475803,0.8655811979909609,0.8655811979909609,11.868157338967006,11.868157338967006,0.0,0.49749949702527374,0.0,0.26973494483778876,0.0,0.8207749306546145,1,1
vda4_crossattn1_grid10x10_seed1,10x10,100,1,valid,frame5,memory,95,0,0,0.8558715842664242,0.28504210500977933,0.28504210500977933,0.02998374216258526,0.02998374216258526,5.996748432517052,5.996748432517052,0.3330430759120151,0.3330430759120151,0.035032991763927546,0.035032991763927546,3.503299176392755,3.503299176392755,0.1909575133622906,0.1909575133622906,2.6297643081148103,2.6297643081148103,0.0,0.09476561192423105,0.0,-0.012360967385272183,0.0,-0.07872331551694584,1,0
vda4_crossattn1_grid10x10_seed1,10x10,100,1,valid,frame5,memory,96,0,0,0.9206379785900936,0.6301827761344612,0.6301827761344612,0.3781280517578125,0.3781280517578125,75.6256103515625,75.6256103515625,0.6845066038873949,0.6845066038873949,0.4107239333498872,0.4107239333498872,41.072393334988725,41.072393334988725,0.8801463475710155,0.8801463475710155,15.000729394622962,15.000729394622962,0.0,0.5333643753159171,0.0,0.3609642288647592,0.0,0.8401951300946874,1,1
vda4_crossattn1_grid10x10_seed1,10x10,100,1,valid,frame5,memory,97,0,0,0.9516839339630678,0.7540169584099203,0.7540169584099203,0.6157394051551819,0.6157394051551819,123.14788103103638,123.14788103103638,0.7922976646983951,0.7922976646983951,0.6469998947981368,0.6469998947981368,64.69998947981368,64.69998947981368,0.9670889409126858,0.9670889409126858,20.41530360449917,20.41530360449917,0.0,0.6881279665588712,0.0,0.6087546508448819,0.0,0.9561185878835811,1,1
vda4_crossattn1_grid10x10_seed1,10x10,100,1,valid,frame5,memory,98,0,0,0.8626753006828949,0.4064711546525359,0.4064711546525359,0.053746726363897324,0.053746726363897324,10.749345272779465,10.749345272779465,0.47117513893207885,0.47117513893207885,0.06230238227679794,0.06230238227679794,6.230238227679794,6.230238227679794,0.4642910339060544,0.4642910339060544,3.3056912986754057,3.3056912986754057,0.0,0.25440310597574955,0.0,0.033075350647171334,0.0,0.2857213785414059,1,1
vda4_crossattn1_grid10x10_seed1,10x10,100,1,valid,frame5,memory,99,0,0,0.848656892310828,0.2851999965496361,0.2851999965496361,0.04021073132753372,0.04021073132753372,8.042146265506744,8.042146265506744,0.33606042575469847,0.33606042575469847,0.04738161168766681,0.04738161168766681,4.738161168766681,4.738161168766681,0.3089085223776383,0.3089085223776383,3.5247836442851654,3.5247836442851654,0.0,0.0973810312959055,0.0,0.010224190851052601,0.0,0.07854469650351767,1,0
vda4_crossattn1_grid10x10_seed1,10x10,100,1,valid,frame5,memory,100,0,0,0.9310253696748987,0.6832794700749218,0.6832794700749218,0.5265132188796997,0.5265132188796997,105.30264377593994,105.30264377593994,0.7338999476604098,0.7338999476604098,0.5655197334349233,0.5655197334349233,56.551973343492335,56.551973343492335,0.9562100084758164,0.9562100084758164,19.264197225988926,19.264197225988926,0.0,0.6006975035415962,0.0,0.518475929585596,0.0,0.9416133446344218,1,1
