model,displayed_validity,magnitude,condition,response_count,response_rate,mean_rt,false_alarm_rate,dprime,criterion
vda4_affine_ew_grid4x4_seed0,0.25,0.0,valid,23,0.07666666666666666,5.521739130434782,0.08333333333333333,-0.044131899758365734,1.3960867794726814
vda4_affine_ew_grid4x4_seed0,0.25,0.0,invalid,18,0.06,5.611111111111111,0.08333333333333333,-0.1685967585913466,1.4583192088891719
vda4_affine_ew_grid4x4_seed0,0.25,3.0,valid,22,0.07333333333333333,5.454545454545454,0.08333333333333333,-0.0672731014455199,1.4076573803162584
vda4_affine_ew_grid4x4_seed0,0.25,3.0,invalid,25,0.08333333333333333,5.48,0.08333333333333333,0.0,1.3740208295934986
vda4_affine_ew_grid4x4_seed0,0.25,6.0,valid,48,0.16,5.604166666666667,0.08333333333333333,0.3841947519108576,1.1819234536380698
vda4_affine_ew_grid4x4_seed0,0.25,6.0,invalid,44,0.14666666666666667,5.590909090909091,0.08333333333333333,0.32828077229488506,1.209880443446056
vda4_affine_ew_grid4x4_seed0,0.25,9.0,valid,81,0.27,5.54320987654321,0.08333333333333333,0.7635171991106623,0.9922622300381674
vda4_affine_ew_grid4x4_seed0,0.25,9.0,invalid,71,0.23666666666666666,5.633802816901408,0.08333333333333333,0.6597877361282705,1.0441269615293634
vda4_affine_ew_grid4x4_seed0,0.25,12.0,valid,139,0.4633333333333333,5.453237410071942,0.08333333333333333,1.2822879822483932,0.732876838469302
vda4_affine_ew_grid4x4_seed0,0.25,12.0,invalid,115,0.38333333333333336,5.565217391304348,0.08333333333333333,1.0782981301413372,0.83487176452283
vda4_affine_ew_grid4x4_seed0,0.25,15.0,valid,205,0.6833333333333333,5.453658536585366,0.08333333333333333,1.8493512285751998,0.44934521530589866
vda4_affine_ew_grid4x4_seed0,0.25,15.0,invalid,182,0.6066666666666667,5.527472527472527,0.08333333333333333,1.6437411643443898,0.5521502474213037
vda4_affine_ew_grid4x4_seed0,0.25,18.0,valid,238,0.7933333333333333,5.323529411764706,0.08333333333333333,2.1886538699060782,0.27969389464045935
vda4_affine_ew_grid4x4_seed0,0.25,18.0,invalid,219,0.73,5.383561643835616,0.08333333333333333,1.9845244600763348,0.38175859955533126
vda4_affine_ew_grid4x4_seed0,0.25,22.0,valid,287,0.9566666666666667,5.198606271777003,0.08333333333333333,3.0709978946355565,-0.16147811772427967
vda4_affine_ew_grid4x4_seed0,0.25,22.0,invalid,272,0.9066666666666666,5.275735294117647,0.08333333333333333,2.6864695696939607,0.03078604474651825
vda4_affine_ew_grid4x4_seed0,0.25,26.0,valid,297,0.99,5.084175084175084,0.08333333333333333,3.6432266258784614,-0.4475924833457321
vda4_affine_ew_grid4x4_seed0,0.25,26.0,invalid,294,0.98,5.159863945578231,0.08333333333333333,3.395894845545811,-0.32392659317940686
