model,role,dose,condition,response_rate,mean_rt,dprime,criterion,achieved_change_mass_t5,achieved_change_mass_t6
vda4_affine_ew_grid4x4_seed0,change,0.0,valid,1.0,5.012,4.19817589219688,-0.7803328359286441,0.014310120604932308,0.05375320836901665
vda4_affine_ew_grid4x4_seed0,change,0.0,invalid,0.204,5.647058823529412,0.49549231455742837,1.0710089528910816,0.014310120604932308,0.05375320836901665
vda4_affine_ew_grid4x4_seed0,change,0.0,nochange,0.092,5.695652173913044,,,0.014310120604932308,0.05375320836901665
vda4_affine_ew_grid4x4_seed0,change,0.25,valid,1.0,5.012,4.222387136912361,-0.7682272135709037,0.19057482481002808,0.27842357754707336
vda4_affine_ew_grid4x4_seed0,change,0.25,invalid,0.844,5.578199052132701,2.3482899941479842,0.1688213578112845,0.19057482481002808,0.27842357754707336
vda4_affine_ew_grid4x4_seed0,change,0.25,nochange,0.088,5.7272727272727275,,,0.19057482481002808,0.27842357754707336
vda4_affine_ew_grid4x4_seed0,change,0.5,valid,1.0,5.016,4.300208487167412,-0.7293165384433781,0.7524575591087341,0.6798076629638672
vda4_affine_ew_grid4x4_seed0,change,0.5,invalid,0.996,5.076305220883534,3.934340424856482,-0.546382507287913,0.7524575591087341,0.6798076629638672
vda4_affine_ew_grid4x4_seed0,change,0.5,nochange,0.076,5.631578947368421,,,0.7524575591087341,0.6798076629638672
vda4_affine_ew_grid4x4_seed0,change,0.75,valid,0.992,5.088709677419355,3.695836804212755,-0.47992691578976654,0.9788714051246643,0.9628440737724304
vda4_affine_ew_grid4x4_seed0,change,0.75,invalid,1.0,5.016,4.247412268343695,-0.7557146478552366,0.9788714051246643,0.9628440737724304
vda4_affine_ew_grid4x4_seed0,change,0.75,nochange,0.084,5.761904761904762,,,0.9788714051246643,0.9628440737724304
vda4_affine_ew_grid4x4_seed0,change,1.0,valid,0.712,5.550561797752809,1.8997295358155069,0.3931015869775231,0.9988810420036316,0.9979462027549744
vda4_affine_ew_grid4x4_seed0,change,1.0,invalid,1.0,5.012,4.222387136912361,-0.7682272135709037,0.9988810420036316,0.9979462027549744
vda4_affine_ew_grid4x4_seed0,change,1.0,nochange,0.088,5.7272727272727275,,,0.9988810420036316,0.9979462027549744
vda4_affine_ew_grid4x4_seed0,cued,0.0,valid,0.552,5.811594202898551,1.5240961716570463,0.6318558568501514,0.8718196153640747,0.8302980661392212
vda4_affine_ew_grid4x4_seed0,cued,0.0,invalid,1.0,5.044,4.273324724705759,-0.7427584196742048,0.8718196153640747,0.8302980661392212
vda4_affine_ew_grid4x4_seed0,cued,0.0,nochange,0.08,5.85,,,0.8718196153640747,0.8302980661392212
vda4_affine_ew_grid4x4_seed0,cued,0.25,valid,0.956,5.167364016736402,3.107631113742567,-0.13302785173095555,0.8644439578056335,0.8187028169631958
vda4_affine_ew_grid4x4_seed0,cued,0.25,invalid,1.0,5.044,4.300208487167412,-0.7293165384433781,0.8644439578056335,0.8187028169631958
vda4_affine_ew_grid4x4_seed0,cued,0.25,nochange,0.076,5.894736842105263,,,0.8644439578056335,0.8187028169631958
vda4_affine_ew_grid4x4_seed0,cued,0.5,valid,1.0,5.016,4.300208487167412,-0.7293165384433781,0.7524575591087341,0.6798076629638672
vda4_affine_ew_grid4x4_seed0,cued,0.5,invalid,0.996,5.076305220883534,3.934340424856482,-0.546382507287913,0.7524575591087341,0.6798076629638672
vda4_affine_ew_grid4x4_seed0,cued,0.5,nochange,0.076,5.631578947368421,,,0.7524575591087341,0.6798076629638672
vda4_affine_ew_grid4x4_seed0,cued,0.75,valid,1.0,5.008,4.247412268343695,-0.7557146478552366,0.2719992399215698,0.3058304786682129
vda4_affine_ew_grid4x4_seed0,cued,0.75,invalid,0.912,5.381578947368421,2.7109578412018873,0.012512565715667168,0.2719992399215698,0.3058304786682129
vda4_affine_ew_grid4x4_seed0,cued,0.75,nochange,0.084,5.523809523809524,,,0.2719992399215698,0.3058304786682129
vda4_affine_ew_grid4x4_seed0,cued,1.0,valid,1.0,5.008,4.222387136912361,-0.7682272135709037,0.025236554443836212,0.07328957319259644
vda4_affine_ew_grid4x4_seed0,cued,1.0,invalid,0.28,5.728571428571429,0.76272665945077,0.9616030251598916,0.025236554443836212,0.07328957319259644
vda4_affine_ew_grid4x4_seed0,cued,1.0,nochange,0.088,5.545454545454546,,,0.025236554443836212,0.07328957319259644
vda4_affine_ew_grid4x4_seed0,control,0.0,valid,1.0,5.012,4.247412268343695,-0.7557146478552366,0.7804301381111145,0.7036226391792297
vda4_affine_ew_grid4x4_seed0,control,0.0,invalid,0.996,5.06425702811245,3.881544206032765,-0.5727806166997715,0.7804301381111145,0.7036226391792297
vda4_affine_ew_grid4x4_seed0,control,0.0,nochange,0.084,5.571428571428571,,,0.7804301381111145,0.7036226391792297
vda4_affine_ew_grid4x4_seed0,control,0.25,valid,1.0,5.012,4.222387136912361,-0.7682272135709037,0.7790088653564453,0.7023555040359497
vda4_affine_ew_grid4x4_seed0,control,0.25,invalid,0.996,5.06425702811245,3.8565190746014304,-0.5852931824154387,0.7790088653564453,0.7023555040359497
vda4_affine_ew_grid4x4_seed0,control,0.25,nochange,0.088,5.590909090909091,,,0.7790088653564453,0.7023555040359497
vda4_affine_ew_grid4x4_seed0,control,0.5,valid,1.0,5.016,4.300208487167412,-0.7293165384433781,0.7524575591087341,0.6798076629638672
vda4_affine_ew_grid4x4_seed0,control,0.5,invalid,0.996,5.076305220883534,3.934340424856482,-0.546382507287913,0.7524575591087341,0.6798076629638672
vda4_affine_ew_grid4x4_seed0,control,0.5,nochange,0.076,5.631578947368421,,,0.7524575591087341,0.6798076629638672
vda4_affine_ew_grid4x4_seed0,control,0.75,valid,0.996,5.0843373493975905,3.9074566623948286,-0.5598243885187397,0.4922638535499573,0.5188510417938232
vda4_affine_ew_grid4x4_seed0,control,0.75,invalid,0.976,5.168032786885246,3.338755650547248,-0.2754738825949494,0.4922638535499573,0.5188510417938232
vda4_affine_ew_grid4x4_seed0,control,0.75,nochange,0.08,5.75,,,0.4922638535499573,0.5188510417938232
