trial,change_status,test_location,sample_stimulus_minus_blank_combined,sample_query_stimulus_minus_blank_combined,sample_loc0_minus_loc3_combined,first_test_target_minus_other_combined,first_test_query_same_minus_other_memory,first_test_t3_query_same_minus_other_visual,first_test_t3_query_same_minus_other_memory,first_test_t3_query_same_minus_other_combined,first_test_t4_query_same_minus_other_visual,first_test_t4_query_same_minus_other_memory,first_test_t4_query_same_minus_other_combined,second_test_target_minus_other_combined,second_test_return_from_gap_combined,second_test_query_same_minus_other_visual,second_test_query_same_minus_other_memory,second_test_query_same_minus_other_combined
20,1,0,-0.03000145621680872,0.015366262523457408,0.006566367949119467,-0.051374817105710235,0.04058494046330452,-0.04838745296001434,-7.323920726776123e-06,-0.04839477688074112,-0.048233091831207275,0.08117720484733582,0.03294411301612854,nan,nan,nan,nan,nan
21,1,0,-0.031075876269280656,0.011567700188606977,-0.03733506171430889,-0.04466380648732127,0.06728670932352543,-0.04846435785293579,3.411620855331421e-05,-0.04843024164438248,-0.04838964343070984,0.13453930243849754,0.0861496590077877,nan,nan,nan,nan,nan
22,1,0,-0.029751132778081057,0.016341355862095952,-0.03539274334757181,-0.04954414763113846,0.047512564808130264,-0.04835790395736694,-0.00030243396759033203,-0.048660337924957275,-0.04832810163497925,0.09532756358385086,0.04699946194887161,nan,nan,nan,nan,nan
23,1,0,-0.035515211310546135,-0.005492368247359991,0.004363863756694286,-0.04467187020524932,0.06729452684521675,-0.048482105135917664,-2.4907290935516357e-05,-0.04850701242685318,-0.04837609827518463,0.13461396098136902,0.08623786270618439,nan,nan,nan,nan,nan
24,1,0,-0.03224672383051086,0.0073377040680497885,-0.016089165097213254,-0.05217587538565738,0.03745120018720627,-0.04847157001495361,8.43629240989685e-05,-0.048387207090854645,-0.04826934635639191,0.07481803745031357,0.02654869109392166,nan,nan,nan,nan,nan
25,1,0,-0.02978221226865685,0.01614211336709559,0.02828247400233863,-0.05231577287688083,0.03704633377492428,-0.04846806824207306,4.477798938751221e-05,-0.04842329025268555,-0.04825781285762787,0.07404788956046104,0.025790076702833176,nan,nan,nan,nan,nan
26,1,0,-0.032810951961366186,0.004659617319703102,0.010331807584691433,-0.05132195444333831,0.0406096987426281,-0.048444658517837524,-1.0386109352111816e-05,-0.048455044627189636,-0.048166483640670776,0.0812297835946083,0.03306329995393753,nan,nan,nan,nan,nan
27,1,0,-0.030791093495498245,0.012807311257347465,-0.009769538564405877,-0.050419414931752726,0.04359186254441738,-0.048354700207710266,3.896653652191162e-06,-0.048350803554058075,-0.04821355640888214,0.08717982843518257,0.03896627202630043,nan,nan,nan,nan,nan
28,1,0,-0.031322206135104835,0.010523494333028793,-0.024742849576604442,-0.0439557948874949,0.07051779702305794,-0.04852151870727539,7.937848567962646e-05,-0.048442140221595764,-0.04838000237941742,0.14095621556043625,0.09257621318101883,nan,nan,nan,nan,nan
29,1,0,-0.03480055294991402,-0.003036252688616514,0.017574037978867807,-0.048246715435709575,0.05279400199651718,-0.04835338890552521,-7.806718349456787e-05,-0.048431456089019775,-0.04830397665500641,0.10566607117652893,0.05736209452152252,nan,nan,nan,nan,nan
