trial,change_status,test_location,sample_stimulus_minus_blank_combined,sample_query_stimulus_minus_blank_combined,sample_loc0_minus_loc3_combined,first_test_target_minus_other_combined,first_test_query_same_minus_other_memory,first_test_t3_query_same_minus_other_visual,first_test_t3_query_same_minus_other_memory,first_test_t3_query_same_minus_other_combined,first_test_t4_query_same_minus_other_visual,first_test_t4_query_same_minus_other_memory,first_test_t4_query_same_minus_other_combined,second_test_target_minus_other_combined,second_test_return_from_gap_combined,second_test_query_same_minus_other_visual,second_test_query_same_minus_other_memory,second_test_query_same_minus_other_combined
85,0,0,-0.030930704383170138,0.012352221878245473,0.024914337650905338,-0.05150433017763589,0.03962241671979427,-0.04835027456283569,-2.2202730178833008e-06,-0.04835249483585358,-0.04823291301727295,0.07924705371260643,0.03101414069533348,-0.003094486774458005,-0.01178382865119687,-0.048474669456481934,0.22033802000805736,0.17186335055157542
86,0,0,-0.03010771933968215,0.015321595128625631,0.018115524313571996,-0.049339266303420004,0.04827354475855827,-0.048377200961112976,6.0774385929107666e-05,-0.04831642657518387,-0.04816107451915741,0.09648631513118744,0.04832524061203003,0.009643888200746797,6.0971953267152657e-05,-0.0485958606004715,0.26208508664728924,0.21348922604681775
87,0,0,-0.029016321593033467,0.01903834450058639,-0.004356955989777589,-0.0515657396396918,0.03896868973970413,-0.04836393892765045,-3.16426157951355e-05,-0.04839558154344559,-0.048188045620918274,0.0779690220952034,0.029780976474285126,0.012882943531764113,0.00341292065773402,-0.04851280152797699,0.26758702023653314,0.21907421870855615
88,0,0,-0.035364066520187976,-0.004624452441930771,0.011260358097615608,-0.045744606140033284,0.062042828649282455,-0.04820139706134796,0.00034333765506744385,-0.04785805940628052,-0.04830782115459442,0.12374231964349747,0.07543449848890305,-0.03898237666977877,-0.04360630741945082,-0.04853007197380066,0.09289554506540298,0.044365473091602325
89,0,0,-0.032813727196874254,0.005378751549869776,-0.024826914764901176,-0.05033898235545564,0.04396432638168335,-0.04824940860271454,8.545815944671631e-06,-0.04824086278676987,-0.04825018346309662,0.08792010694742203,0.03966992348432541,-0.018586055295202186,-0.02108425505264222,-0.04848259687423706,0.16105864942073822,0.11257605254650116
90,0,0,-0.03082004811001937,0.012294685235247016,-0.02438226102142238,-0.050031954072750295,0.04528901167213917,-0.048359647393226624,4.985928535461426e-05,-0.04830978810787201,-0.048275649547576904,0.09052816405892372,0.04225251451134682,0.0005771596584338567,-0.009147352045675738,-0.048538073897361755,0.22870632633566856,0.1801682524383068
91,0,0,-0.031797148872477976,0.008971515111625195,-0.02143462401654972,-0.0491766182483957,0.048942334949970245,-0.04831665754318237,9.104609489440918e-06,-0.04830755293369293,-0.04820016026496887,0.09787556529045105,0.04967540502548218,-0.0053175665911098235,-0.015043968065860724,-0.04848186671733856,0.199965563006117,0.15148369628877845
92,0,0,-0.029562725535953405,0.016989739960990846,-0.036457718042981924,-0.05015415164110948,0.045176057144999504,-0.04838751256465912,2.5674700736999512e-05,-0.04836183786392212,-0.04827792942523956,0.09032643958926201,0.042048510164022446,0.01166048828890709,0.0023639699338779963,-0.0485723614692688,0.26581016840646043,0.21723780693719164
93,0,0,-0.034621622590947254,-0.0025369562208652496,-0.024528093518426886,-0.05040526544405566,0.04431985877454281,-0.04840685427188873,-4.291534423828125e-06,-0.04841114580631256,-0.04827515780925751,0.08864400908350945,0.04036885127425194,-0.01144370275258666,-0.020715017092570953,-0.04835726320743561,0.1887165114749223,0.1403592482674867
94,0,0,-0.03067125270783322,0.013204685412347317,0.02343138412021517,-0.04898505312371526,0.04944743029773235,-0.04837296903133392,7.53253698348999e-06,-0.04836543649435043,-0.048218801617622375,0.09888732805848122,0.05066852644085884,-0.010431205418989009,-0.01999332979386992,-0.04848019778728485,0.19137508451240137,0.14289488672511652
95,0,0,-0.028442335046051426,0.021099334699101746,0.02576538254498928,-0.05079832680389984,0.042121391743421555,-0.048284828662872314,6.555020809173584e-05,-0.04821927845478058,-0.048193201422691345,0.08417723327875137,0.03598403185606003,-0.03715254590407824,-0.04606070300462761,-0.04842004179954529,0.09386425348930061,0.04544421168975532
96,0,3,-0.035695255223267,-0.0060399556532502174,0.006386158692308186,-0.0466590680441854,0.05087016150355339,-0.04792751371860504,2.896040678024292e-05,-0.0478985533118248,-0.04782755672931671,0.10171136260032654,0.05388380587100983,-0.12625041363587286,-0.06916501305170186,-0.04833623766899109,-0.2393605433171615,-0.2876967809861526
97,0,3,-0.027322537524664625,0.02593299321597442,-0.04571483734687121,-0.047734973540642045,0.04698343947529793,-0.047956377267837524,-4.783272743225098e-06,-0.04796116054058075,-0.047687530517578125,0.09397166222333908,0.046284131705760956,-0.12715129976201212,-0.07057218981702107,-0.048264726996421814,-0.23612433750531636,-0.2843890645017382
98,0,3,-0.03795591283918043,-0.014926728326827288,-0.004617039766060316,-0.04425510916829012,0.06080801039934158,-0.04798215627670288,0.00010957568883895874,-0.04787258058786392,-0.047813430428504944,0.12150644510984421,0.07369301468133926,-0.12944212893619067,-0.07094939529299182,-0.04827439785003662,-0.2468324829096673,-0.2951068807597039
99,0,3,-0.03132799940201991,0.010622552363201976,0.027691630542669543,-0.04643575588104909,0.05205315537750721,-0.047948792576789856,9.350478649139404e-06,-0.04793944209814072,-0.04773692786693573,0.10409696027636528,0.05636003240942955,-0.11126326115461183,-0.07121009554931845,-0.048351868987083435,-0.18401794432429597,-0.2323698133113794
100,0,3,-0.03363024180739416,0.002301995176821947,0.0090389839794085,-0.04589909172635487,0.05437748692929745,-0.04797866940498352,-1.329183578491211e-05,-0.04799196124076843,-0.04781632125377655,0.1087682656943798,0.060951944440603256,-0.10865989013859689,-0.06720689068055208,-0.04813292622566223,-0.18589681386947632,-0.23402974009513855
101,0,3,-0.029807940016148393,0.016692089149728417,-0.017771973791326445,-0.05021355551841111,0.03650890477001667,-0.04762789607048035,3.483891487121582e-05,-0.04759305715560913,-0.04776187241077423,0.07298297062516212,0.025221098214387894,-0.10946043416802809,-0.06991346322178771,-0.04824906587600708,-0.17823200684506446,-0.22648107272107154
102,0,3,-0.03031675280364965,0.014619827386923134,0.009187713300747191,-0.04614659491431894,0.05330021493136883,-0.04788917303085327,5.714595317840576e-06,-0.04788345843553543,-0.04782344400882721,0.10659471526741982,0.058771271258592606,-0.13172866780443826,-0.06851960505007071,-0.048184216022491455,-0.26340739330044016,-0.3115916093229316
103,0,3,-0.03346821593872207,0.0028704938013106585,-0.020204084834837488,-0.04654404898489872,0.05185258574783802,-0.04794444143772125,1.3269484043121338e-05,-0.04793117195367813,-0.04785381257534027,0.10369190201163292,0.05583808943629265,-0.09985908666898347,-0.07158823726472896,-0.04825583100318909,-0.1371457665518392,-0.18540159755502827
104,0,3,-0.030540982941552386,0.012793056666851044,-0.010398195849333547,-0.04695125069339667,0.0502425841987133,-0.04788553714752197,-1.7881393432617188e-07,-0.0478857159614563,-0.04776817560195923,0.10048534721136093,0.0527171716094017,-0.11940895252178763,-0.07045057585177972,-0.04817661643028259,-0.20956182177178562,-0.2577384382020682
105,0,3,-0.03303764058467351,0.003746288362890482,0.021113225377277445,-0.04674238832053845,0.05090651847422123,-0.04794593155384064,-7.115304470062256e-06,-0.0479530468583107,-0.047835662961006165,0.10182015225291252,0.05398448929190636,-0.10697568541668545,-0.07163327603525715,-0.048273950815200806,-0.17435583207407035,-0.22262978288927115
106,0,3,-0.030090395238044465,0.015582714113406837,-0.01403671640664328,-0.04997064979265531,0.03802690654993057,-0.047832801938056946,-1.8700957298278809e-06,-0.047834672033786774,-0.04774385690689087,0.07605568319559097,0.028311826288700104,-0.13411889634336838,-0.07099095304178427,-0.048178598284721375,-0.26249940227353363,-0.310678000558255
107,0,3,-0.029815280434764446,0.016729670111089945,-0.04204160844270888,-0.048174284884055396,0.045241206884384155,-0.04791779816150665,-4.095584154129028e-05,-0.04795875400304794,-0.047791898250579834,0.0905233696103096,0.04273147135972977,-0.09508496283977763,-0.07093123923265576,-0.048261046409606934,-0.11997177920420654,-0.16823282561381347
108,0,3,-0.03374965159346033,0.001055502099916339,-0.028147548266318267,-0.04561632349779643,0.05578416399657726,-0.04797324538230896,-7.12275505065918e-06,-0.04798036813735962,-0.04785795509815216,0.11157545074820518,0.06371749565005302,-0.1236266087412865,-0.06767757625350868,-0.04834938049316406,-0.22574521609931253,-0.2740945965924766
109,0,3,-0.031207114260684676,0.010801978874951601,0.004744319252431239,-0.04649916491456452,0.051463594660162926,-0.0477319210767746,7.838010787963867e-06,-0.04772408306598663,-0.047743022441864014,0.10291935130953789,0.055176328867673874,-0.1332086701938593,-0.06804490538707242,-0.0482700914144516,-0.26140202063834295,-0.30967211205279455
110,0,3,-0.030851678850591924,0.012801343342289329,0.006937338674184446,-0.04461004638521615,0.059996310621500015,-0.04798020422458649,-1.4640390872955322e-05,-0.04799484461545944,-0.04785043001174927,0.12000726163387299,0.07215683162212372,-0.09231010856026955,-0.06898622165099155,-0.048270195722579956,-0.12100584563449956,-0.16927604135707952
111,0,3,-0.03081062773016896,0.01211016601882875,0.03703268809543658,-0.04542610265158942,0.05632132478058338,-0.04790662229061127,-0.00010041147470474243,-0.04800703376531601,-0.04782499372959137,0.1127430610358715,0.06491806730628014,-0.13395728375129323,-0.07100970113378757,-0.04826323688030243,-0.2618001448499854,-0.3100633817302878
112,0,3,-0.03231651764728127,0.006903338711708784,-0.017845985603727854,-0.04437801124825924,0.06024336256086826,-0.04791972041130066,3.1739473342895508e-06,-0.04791654646396637,-0.04779626429080963,0.12048355117440224,0.0726872868835926,-0.11168817402837661,-0.07070047927326106,-0.048226624727249146,-0.17671965714544058,-0.22494628187268972
113,0,3,-0.03046111602220236,0.014264046913012862,-0.0289396757269742,-0.045499543348647364,0.05603557266294956,-0.04796513915061951,7.696449756622314e-06,-0.047957442700862885,-0.04780878126621246,0.1120634488761425,0.06425466760993004,-0.13164855765711536,-0.07138401938536809,-0.04823046922683716,-0.2641405507456511,-0.3123710199724883
114,0,3,-0.029451933274543762,0.018116918625310063,-0.017497499804989047,-0.048471684611243404,0.04414031282067299,-0.04790666699409485,-1.802295446395874e-05,-0.04792468994855881,-0.047733113169670105,0.08829864859580994,0.04056553542613983,-0.13502466799113932,-0.07077812712683418,-0.0480935275554657,-0.26761722257651854,-0.31571075013198424
115,0,3,-0.030567085356207002,0.013411769177764654,-0.004249784279416247,-0.04887730025916426,0.042365243658423424,-0.04790295660495758,-2.329796552658081e-05,-0.04792625457048416,-0.04764489829540253,0.08475378528237343,0.0371088869869709,-0.08231275822554096,-0.06903181279920823,-0.04824250936508179,-0.08420419180765748,-0.13244670117273927
116,0,3,-0.028184102992991455,0.02193918207194656,-0.01972484245032291,-0.05031925525700842,0.0367586687207222,-0.04796837270259857,-2.5622546672821045e-05,-0.04799399524927139,-0.0477721244096756,0.07354295998811722,0.02577083557844162,-0.09038303758854482,-0.0700165815086713,-0.04834111034870148,-0.10596285993233323,-0.1543039702810347
117,0,3,-0.02870316300341358,0.02036459103692323,-0.0001988017558858246,-0.04852663529325696,0.04384858347475529,-0.047922179102897644,8.396804332733154e-06,-0.04791378229856491,-0.04777322709560394,0.08768877014517784,0.0399155430495739,-0.09360887229345849,-0.0550037714868683,-0.0483400821685791,-0.12344139069318771,-0.17178147286176682
118,0,3,-0.029697429241814177,0.01698262116406113,-0.04696074429253372,-0.048642489741936856,0.043515877798199654,-0.04783511161804199,4.686415195465088e-06,-0.04783042520284653,-0.047803521156311035,0.08702706918120384,0.03922354802489281,-0.10273500613584474,-0.06812000341917823,-0.04834407567977905,-0.15548041177680716,-0.2038244874565862
119,0,3,-0.03088987736793314,0.012500842800363898,0.018749687980928798,-0.042741874620070064,0.06716519221663475,-0.047947391867637634,-1.8380582332611084e-05,-0.047965772449970245,-0.047829777002334595,0.1343487650156021,0.08651898801326752,-0.09702745449529715,-0.06974705698617978,-0.04820653796195984,-0.1295836055651307,-0.17779014352709055
120,0,3,-0.02912376183171972,0.018492421368137002,-0.014800692664280746,-0.045452389690410655,0.05582903511822224,-0.0478886216878891,1.8224120140075684e-05,-0.04787039756774902,-0.047836869955062866,0.1116398461163044,0.06380297616124153,-0.11186142024391899,-0.07047855076124421,-0.04821518063545227,-0.1801390242180787,-0.22835420485353097
121,0,3,-0.035068422788505416,-0.0033415122888982296,-0.015229384348842245,-0.04274502874224595,0.06680090352892876,-0.04794386029243469,2.958625555038452e-05,-0.04791427403688431,-0.047860145568847656,0.13357222080230713,0.08571207523345947,-0.11395882260207912,-0.07019124896836004,-0.04825444519519806,-0.19138023446430452,-0.23963467965950258
122,0,3,-0.033501360780064715,0.0020747757516801357,0.013388231534406714,-0.050804516169602465,0.034923356026411057,-0.04793809354305267,4.205852746963501e-05,-0.04789603501558304,-0.04776415228843689,0.06980465352535248,0.02204050123691559,-0.12916787081266534,-0.07055876282160956,-0.048189207911491394,-0.25089209398720413,-0.29908130189869553
123,0,3,-0.033652262904123376,0.0015909362118691206,0.004235652765125053,-0.05005093863248078,0.03795240446925163,-0.04785412549972534,3.2924115657806396e-05,-0.047821201384067535,-0.04771976172924042,0.07587188482284546,0.02815212309360504,-0.12029545759211757,-0.07083598708847916,-0.048256754875183105,-0.2124855508445762,-0.2607423057197593
124,0,3,-0.03340805273551695,0.00251548970118165,-0.01901600679831006,-0.04485372024321066,0.058838220313191414,-0.047977909445762634,2.5033950805664062e-06,-0.04797540605068207,-0.04784733057022095,0.11767393723130226,0.06982660666108131,-0.12471270664661205,-0.0689687120094753,-0.04804219305515289,-0.23510453361086547,-0.28314672666601837
125,0,3,-0.03168149676730536,0.009883511578664184,-0.022445266862490598,-0.042883378391735505,0.06663297489285469,-0.047957032918930054,0.0002437010407447815,-0.04771333187818527,-0.047818854451179504,0.1330222487449646,0.0852033942937851,-0.10952124831400312,-0.07117438869860138,-0.04826384782791138,-0.17726364038753673,-0.2255274882154481
126,0,3,-0.031209254067814385,0.011317707831040025,-0.03505112835380686,-0.04555484097097917,0.05501488409936428,-0.04792550206184387,-4.5418739318847656e-05,-0.04797092080116272,-0.047774627804756165,0.11007518693804741,0.062300559133291245,-0.10320928458037315,-0.06967270967461303,-0.04821869730949402,-0.1485370821901597,-0.19675577949965373
127,0,3,-0.03022913395872706,0.015396790811792016,0.03304102116203467,-0.047557797127893764,0.04793069697916508,-0.04788726568222046,-4.149973392486572e-06,-0.047891415655612946,-0.047842442989349365,0.09586554393172264,0.048023100942373276,-0.13491402842639388,-0.07102237640349074,-0.04819124937057495,-0.26719245693675475,-0.3153837063073297
