model,displayed_validity,magnitude,condition,response_count,response_rate,mean_rt,false_alarm_rate,dprime,criterion
vda4_affine_ew_grid10x10_seed0,0.25,0.0,valid,5,0.016666666666666666,5.4,0.03,-0.23248811216366327,1.9745687187152985
vda4_affine_ew_grid10x10_seed0,0.25,0.0,invalid,6,0.02,5.666666666666667,0.03,-0.16354935331884546,1.9400993392928896
vda4_affine_ew_grid10x10_seed0,0.25,3.0,valid,18,0.06,5.666666666666667,0.03,0.31570707444862167,1.700471125409156
vda4_affine_ew_grid10x10_seed0,0.25,3.0,invalid,14,0.04666666666666667,5.571428571428571,0.03,0.19548989469252565,1.760579715287204
vda4_affine_ew_grid10x10_seed0,0.25,6.0,valid,41,0.13666666666666666,5.7317073170731705,0.03,0.7684026709445624,1.4741233271611858
vda4_affine_ew_grid10x10_seed0,0.25,6.0,invalid,22,0.07333333333333333,5.681818181818182,0.03,0.41703073159444837,1.6498092968362426
vda4_affine_ew_grid10x10_seed0,0.25,9.0,valid,72,0.24,5.527777777777778,0.03,1.1547979647065532,1.2809256802801903
vda4_affine_ew_grid10x10_seed0,0.25,9.0,invalid,43,0.14333333333333334,5.767441860465116,0.03,0.7980871186553622,1.4592811033057858
vda4_affine_ew_grid10x10_seed0,0.25,12.0,valid,135,0.45,5.466666666666667,0.03,1.7330829886794406,0.9917831682937466
vda4_affine_ew_grid10x10_seed0,0.25,12.0,invalid,98,0.32666666666666666,5.785714285714286,0.03,1.4107844357674009,1.1529324447497664
vda4_affine_ew_grid10x10_seed0,0.25,15.0,valid,200,0.6666666666666666,5.525,0.03,2.2875296052367737,0.7145598600150799
vda4_affine_ew_grid10x10_seed0,0.25,15.0,invalid,159,0.53,5.710691823899371,0.03,1.9333439883164238,0.8916526684752549
vda4_affine_ew_grid10x10_seed0,0.25,18.0,valid,243,0.81,5.415637860082304,0.03,2.7324320025266626,0.4921086613701355
vda4_affine_ew_grid10x10_seed0,0.25,18.0,invalid,206,0.6866666666666666,5.563106796116505,0.03,2.342999558656248,0.6868248833053427
vda4_affine_ew_grid10x10_seed0,0.25,22.0,valid,283,0.9433333333333334,5.254416961130742,0.03,3.428909691200886,0.14386981703302382
vda4_affine_ew_grid10x10_seed0,0.25,22.0,invalid,267,0.89,5.438202247191011,0.03,3.077991067117168,0.31932912907488276
vda4_affine_ew_grid10x10_seed0,0.25,26.0,valid,297,0.99,5.114478114478114,0.03,4.12753045891843,-0.20544056682574796
vda4_affine_ew_grid10x10_seed0,0.25,26.0,invalid,293,0.9766666666666667,5.2320819112627985,0.03,3.8197117336900916,-0.05153120421157886
vda4_affine_ew_grid10x10_seed0,0.25,30.0,valid,300,1.0,5.03,0.03,4.794556511450983,-0.5389535930920244
vda4_affine_ew_grid10x10_seed0,0.25,30.0,invalid,299,0.9966666666666667,5.093645484949833,0.03,4.4353044655500735,-0.3593275701415699
vda4_affine_ew_grid10x10_seed0,0.5,0.0,valid,6,0.02,5.333333333333333,0.03666666666666667,-0.24997884468176435,1.8968845936114302
vda4_affine_ew_grid10x10_seed0,0.5,0.0,invalid,11,0.03666666666666667,5.7272727272727275,0.03666666666666667,0.0,1.771895171270548
vda4_affine_ew_grid10x10_seed0,0.5,3.0,valid,12,0.04,5.75,0.03666666666666667,0.0386746358208927,1.7525578533601016
vda4_affine_ew_grid10x10_seed0,0.5,3.0,invalid,7,0.023333333333333334,5.714285714285714,0.03666666666666667,-0.1894918997860766,1.8666411211635863
vda4_affine_ew_grid10x10_seed0,0.5,6.0,valid,47,0.15666666666666668,5.617021276595745,0.03666666666666667,0.7683846807830919,1.387702830879002
vda4_affine_ew_grid10x10_seed0,0.5,6.0,invalid,17,0.056666666666666664,5.764705882352941,0.03666666666666667,0.20131014270312875,1.6712400999189836
vda4_affine_ew_grid10x10_seed0,0.5,9.0,valid,82,0.2733333333333333,5.658536585365853,0.03666666666666667,1.1713947158632028,1.1861978133389466
vda4_affine_ew_grid10x10_seed0,0.5,9.0,invalid,46,0.15333333333333332,5.739130434782608,0.03666666666666667,0.7545097186484138,1.394640311946341
vda4_affine_ew_grid10x10_seed0,0.5,12.0,valid,145,0.48333333333333334,5.56551724137931,0.03666666666666667,1.7302447887739105,0.9067727768835927
vda4_affine_ew_grid10x10_seed0,0.5,12.0,invalid,93,0.31,5.720430107526882,0.03666666666666667,1.2778332630180966,1.1329785397614995
vda4_affine_ew_grid10x10_seed0,0.5,15.0,valid,198,0.66,5.484848484848484,0.03666666666666667,2.1829080067916027,0.6804411678747467
vda4_affine_ew_grid10x10_seed0,0.5,15.0,invalid,139,0.4633333333333333,5.712230215827338,0.03666666666666667,1.6801623239254426,0.9318140093078267
vda4_affine_ew_grid10x10_seed0,0.5,18.0,valid,255,0.85,5.423529411764706,0.03666666666666667,2.803354265191795,0.37021803867465053
vda4_affine_ew_grid10x10_seed0,0.5,18.0,invalid,216,0.72,5.587962962962963,0.03666666666666667,2.3525667889354698,0.5956117768028131
vda4_affine_ew_grid10x10_seed0,0.5,22.0,valid,281,0.9366666666666666,5.220640569395018,0.03666666666666667,3.287702389554538,0.12804397649327903
vda4_affine_ew_grid10x10_seed0,0.5,22.0,invalid,266,0.8866666666666667,5.368421052631579,0.03666666666666667,2.9742247006306437,0.284782820955226
vda4_affine_ew_grid10x10_seed0,0.5,26.0,valid,298,0.9933333333333333,5.12751677852349,0.03666666666666667,4.167095302001658,-0.3116524797302812
vda4_affine_ew_grid10x10_seed0,0.5,26.0,invalid,289,0.9633333333333334,5.249134948096886,0.03666666666666667,3.5437903425410964,-2.220446049250313e-16
vda4_affine_ew_grid10x10_seed0,0.5,30.0,valid,299,0.9966666666666667,5.033444816053512,0.03666666666666667,4.348874974187154,-0.40254231582302935
vda4_affine_ew_grid10x10_seed0,0.5,30.0,invalid,298,0.9933333333333333,5.130872483221476,0.03666666666666667,4.167095302001658,-0.3116524797302812
vda4_affine_ew_grid10x10_seed0,0.75,0.0,valid,6,0.02,5.833333333333333,0.023333333333333334,-0.06048694489568773,1.9916305435044683
vda4_affine_ew_grid10x10_seed0,0.75,0.0,invalid,8,0.02666666666666667,5.75,0.023333333333333334,0.05406122523508716,1.934356458439081
vda4_affine_ew_grid10x10_seed0,0.75,3.0,valid,15,0.05,5.666666666666667,0.023333333333333334,0.3308594539360823,1.7959573440885834
vda4_affine_ew_grid10x10_seed0,0.75,3.0,invalid,10,0.03333333333333333,5.8,0.023333333333333334,0.14796950238259,1.8874023198653296
vda4_affine_ew_grid10x10_seed0,0.75,6.0,valid,31,0.10333333333333333,5.774193548387097,0.023333333333333334,0.7059009012321951,1.6084366204405272
vda4_affine_ew_grid10x10_seed0,0.75,6.0,invalid,13,0.043333333333333335,5.846153846153846,0.023333333333333334,0.26441000601456666,1.8291820680493411
vda4_affine_ew_grid10x10_seed0,0.75,9.0,valid,62,0.20666666666666667,5.67741935483871,0.023333333333333334,1.1467540307440447,1.3880100556846022
vda4_affine_ew_grid10x10_seed0,0.75,9.0,invalid,29,0.09666666666666666,5.896551724137931,0.023333333333333334,0.6683935185077019,1.6271903118027735
vda4_affine_ew_grid10x10_seed0,0.75,12.0,valid,129,0.43,5.5813953488372094,0.023333333333333334,1.7856049500409563,1.0685845960361464
vda4_affine_ew_grid10x10_seed0,0.75,12.0,invalid,72,0.24,5.736111111111111,0.023333333333333334,1.257860373129711,1.332456884491769
vda4_affine_ew_grid10x10_seed0,0.75,15.0,valid,205,0.6833333333333333,5.546341463414634,0.023333333333333334,2.436717470038326,0.7430283360374617
vda4_affine_ew_grid10x10_seed0,0.75,15.0,invalid,121,0.4033333333333333,5.7190082644628095,0.023333333333333334,1.7174879760508341,1.1026430830312075
vda4_affine_ew_grid10x10_seed0,0.75,18.0,valid,245,0.8166666666666667,5.444897959183673,0.023333333333333334,2.86016536481341,0.5313043886499196
vda4_affine_ew_grid10x10_seed0,0.75,18.0,invalid,171,0.57,5.619883040935672,0.023333333333333334,2.137169192072293,0.8928024750204782
vda4_affine_ew_grid10x10_seed0,0.75,22.0,valid,285,0.95,5.2596491228070175,0.023333333333333334,3.591914688177167,0.16542972696804104
vda4_affine_ew_grid10x10_seed0,0.75,22.0,invalid,259,0.8633333333333333,5.486486486486487,0.023333333333333334,3.051309062745529,0.43573253968386005
vda4_affine_ew_grid10x10_seed0,0.75,26.0,valid,299,0.9966666666666667,5.110367892976589,0.023333333333333334,4.5383668739732315,-0.30779636592999104
vda4_affine_ew_grid10x10_seed0,0.75,26.0,invalid,287,0.9566666666666667,5.2473867595818815,0.023333333333333334,3.6583641360986823,0.13220500300728333
vda4_affine_ew_grid10x10_seed0,0.75,30.0,valid,300,1.0,5.033333333333333,0.023333333333333334,4.89761891987414,-0.48742238888044553
vda4_affine_ew_grid10x10_seed0,0.75,30.0,invalid,296,0.9866666666666667,5.138513513513513,0.023333333333333334,4.132795236413712,-0.1050105471502315
vda4_affine_ew_grid10x10_seed0,1.0,0.0,valid,7,0.023333333333333334,5.857142857142857,0.016666666666666666,0.12942570374050555,2.0260999229268775
vda4_affine_ew_grid10x10_seed0,1.0,0.0,invalid,6,0.02,5.666666666666667,0.016666666666666666,0.06893875884481782,2.0563433953747214
vda4_affine_ew_grid10x10_seed0,1.0,3.0,valid,15,0.05,5.866666666666666,0.016666666666666666,0.46028515767658784,1.860670195958836
vda4_affine_ew_grid10x10_seed0,1.0,3.0,invalid,6,0.02,5.5,0.016666666666666666,0.06893875884481782,2.0563433953747214
vda4_affine_ew_grid10x10_seed0,1.0,6.0,valid,29,0.09666666666666666,5.620689655172414,0.016666666666666666,0.7978192222482074,1.6919031636730264
vda4_affine_ew_grid10x10_seed0,1.0,6.0,invalid,19,0.06333333333333334,5.7894736842105265,0.016666666666666666,0.5750055565131396,1.8033099965405603
vda4_affine_ew_grid10x10_seed0,1.0,9.0,valid,64,0.21333333333333335,5.75,0.016666666666666666,1.2991741670537555,1.4412256912702524
vda4_affine_ew_grid10x10_seed0,1.0,9.0,invalid,24,0.08,5.625,0.016666666666666666,0.6950657818474626,1.7432798838733987
vda4_affine_ew_grid10x10_seed0,1.0,12.0,valid,130,0.43333333333333335,5.561538461538461,0.016666666666666666,1.9234818015284794,1.1290718740328904
vda4_affine_ew_grid10x10_seed0,1.0,12.0,invalid,69,0.23,5.739130434782608,0.016666666666666666,1.3549168211155223,1.4133543642393689
vda4_affine_ew_grid10x10_seed0,1.0,15.0,valid,202,0.6733333333333333,5.52970297029703,0.016666666666666666,2.538353001663196,0.8216362739655321
vda4_affine_ew_grid10x10_seed0,1.0,15.0,invalid,103,0.3433333333333333,5.825242718446602,0.016666666666666666,1.6888448622691192,1.2463903436625705
vda4_affine_ew_grid10x10_seed0,1.0,18.0,valid,239,0.7966666666666666,5.397489539748954,0.016666666666666666,2.917105827039893,0.6322598612771837
vda4_affine_ew_grid10x10_seed0,1.0,18.0,invalid,171,0.57,5.690058479532164,0.016666666666666666,2.2665948958127986,0.9575153268907309
vda4_affine_ew_grid10x10_seed0,1.0,22.0,valid,286,0.9533333333333334,5.258741258741258,0.016666666666666666,3.7536475427380713,0.21398900342809446
vda4_affine_ew_grid10x10_seed0,1.0,22.0,invalid,253,0.8433333333333334,5.533596837944664,0.016666666666666666,3.0943232652845865,0.543651142154837
vda4_affine_ew_grid10x10_seed0,1.0,26.0,valid,299,0.9966666666666667,5.11371237458194,0.016666666666666666,4.667792577713737,-0.24308351405973827
vda4_affine_ew_grid10x10_seed0,1.0,26.0,invalid,284,0.9466666666666667,5.355633802816901,0.016666666666666666,3.6906506617385455,0.24548744392785737
vda4_affine_ew_grid10x10_seed0,1.0,30.0,valid,299,0.9966666666666667,5.046822742474917,0.016666666666666666,4.667792577713737,-0.24308351405973827
vda4_affine_ew_grid10x10_seed0,1.0,30.0,invalid,296,0.9866666666666667,5.1824324324324325,0.016666666666666666,4.262220940154218,-0.04029769527997873
