mag,validity,color,value,n,n_hits,hit_rate,hit_sem,median_rt,rt_sem,premature_rate
,0.25,,,256,224,0.875,0.020669932117692115,4.0,0.2368325625226774,0.0
,0.5,,,256,231,0.90234375,0.01855308124215169,4.0,0.26586136229406454,0.0
,0.75,,,256,220,0.859375,0.021727144005163075,4.0,0.24167718496604776,0.0
,1.0,,,256,226,0.8828125,0.020102723486561426,4.0,0.27078354657158354,0.0
