mag,validity,color,value,n,n_hits,hit_rate,hit_sem,median_rt,rt_sem,premature_rate
,,blue,1,256,162,0.6328125,0.03012738838066865,5.0,0.3326760147451668,0.0
,,green,3,256,239,0.93359375,0.015561930205550085,4.0,0.22468888530978381,0.0
,,red,5,256,241,0.94140625,0.014678923355036537,4.0,0.25568573678822154,0.0
