mag,validity,color,value,n,n_hits,hit_rate,hit_sem,median_rt,rt_sem,premature_rate
,0.25,,,256,224,0.875,0.020669932117692115,4.0,0.20934773330712939,0.0
,0.5,,,256,232,0.90625,0.018217537213064093,4.0,0.21526705385026182,0.0
,0.75,,,256,215,0.83984375,0.022921931500095458,4.0,0.18796411430465523,0.0
,1.0,,,256,222,0.8671875,0.021210748661106907,4.0,0.2027232748244934,0.0
