mag,validity,color,value,n,n_hits,hit_rate,hit_sem,median_rt,rt_sem,premature_rate
,0.25,,,200,41,0.205,0.028546015483776367,0.0,0.7635657576143696,0.02
,0.5,,,200,42,0.21,0.028801041647829335,1.0,0.6458764990997726,0.025
,0.75,,,200,46,0.23,0.02975735203273302,0.5,0.6709126033925823,0.02
,1.0,,,200,58,0.29,0.03208582241426889,0.0,0.6220207981379589,0.01
