model,role,dose,condition,response_rate,mean_rt,dprime,criterion,achieved_change_mass_t5,achieved_change_mass_t6
vda4_crossattn1_grid2x2_seed0,change,0.0,valid,0.992,5.008064516129032,4.15465038561403,-0.250520125089129,0.0005580764263868332,0.06151794642210007
vda4_crossattn1_grid2x2_seed0,change,0.0,invalid,0.836,5.009569377990431,2.7995556260117613,0.4270272547120053,0.0005580764263868332,0.06151794642210007
vda4_crossattn1_grid2x2_seed0,change,0.0,nochange,0.032,5.5,,,0.0005580764263868332,0.06151794642210007
vda4_crossattn1_grid2x2_seed0,change,0.25,valid,0.992,5.008064516129032,4.15465038561403,-0.250520125089129,0.011065494269132614,0.3900330662727356
vda4_crossattn1_grid2x2_seed0,change,0.25,invalid,0.868,5.046082949308755,2.9369599964266646,0.35832506950455356,0.011065494269132614,0.3900330662727356
vda4_crossattn1_grid2x2_seed0,change,0.25,nochange,0.032,5.5,,,0.011065494269132614,0.3900330662727356
vda4_crossattn1_grid2x2_seed0,change,0.5,valid,0.992,5.020161290322581,4.210398426547235,-0.2226461046225262,0.17817877233028412,0.8508908748626709
vda4_crossattn1_grid2x2_seed0,change,0.5,invalid,0.944,5.110169491525424,3.4563351440945667,0.15438553660380816,0.17817877233028412,0.8508908748626709
vda4_crossattn1_grid2x2_seed0,change,0.5,nochange,0.028,5.285714285714286,,,0.17817877233028412,0.8508908748626709
vda4_crossattn1_grid2x2_seed0,change,0.75,valid,0.988,5.0242914979757085,4.081405128339249,-0.15814945551853288,0.7924214601516724,0.9882006049156189
vda4_crossattn1_grid2x2_seed0,change,0.75,invalid,0.98,5.085714285714285,3.8983167117153883,-0.06660524720660244,0.7924214601516724,0.9882006049156189
vda4_crossattn1_grid2x2_seed0,change,0.75,nochange,0.028,5.142857142857143,,,0.7924214601516724,0.9882006049156189
vda4_crossattn1_grid2x2_seed0,change,1.0,valid,0.98,5.024489795918368,3.745567384336269,-0.14297991089616202,0.9864888191223145,0.9993513822555542
vda4_crossattn1_grid2x2_seed0,change,1.0,invalid,0.98,5.077551020408163,3.745567384336269,-0.14297991089616202,0.9864888191223145,0.9993513822555542
vda4_crossattn1_grid2x2_seed0,change,1.0,nochange,0.04,5.1,,,0.9864888191223145,0.9993513822555542
vda4_crossattn1_grid2x2_seed0,cued,0.0,valid,0.976,5.008196721311475,3.827404816519665,-0.03114929960874091,0.3376871645450592,0.9421897530555725
vda4_crossattn1_grid2x2_seed0,cued,0.0,invalid,0.976,5.094262295081967,3.827404816519665,-0.03114929960874091,0.3376871645450592,0.9421897530555725
vda4_crossattn1_grid2x2_seed0,cued,0.0,nochange,0.028,5.285714285714286,,,0.3376871645450592,0.9421897530555725
vda4_crossattn1_grid2x2_seed0,cued,0.25,valid,0.988,5.016194331983805,4.081405128339249,-0.15814945551853288,0.32226690649986267,0.9365895986557007
vda4_crossattn1_grid2x2_seed0,cued,0.25,invalid,0.976,5.090163934426229,3.827404816519665,-0.03114929960874091,0.32226690649986267,0.9365895986557007
vda4_crossattn1_grid2x2_seed0,cued,0.25,nochange,0.028,5.285714285714286,,,0.32226690649986267,0.9365895986557007
vda4_crossattn1_grid2x2_seed0,cued,0.5,valid,0.992,5.020161290322581,4.210398426547235,-0.2226461046225262,0.17817877233028412,0.8508908748626709
vda4_crossattn1_grid2x2_seed0,cued,0.5,invalid,0.944,5.110169491525424,3.4563351440945667,0.15438553660380816,0.17817877233028412,0.8508908748626709
vda4_crossattn1_grid2x2_seed0,cued,0.5,nochange,0.028,5.285714285714286,,,0.17817877233028412,0.8508908748626709
vda4_crossattn1_grid2x2_seed0,cued,0.75,valid,0.992,5.012096774193548,3.901627353339619,-0.3770316412263346,0.02022409439086914,0.4245615601539612
vda4_crossattn1_grid2x2_seed0,cued,0.75,invalid,0.832,5.0625,2.5306271877132556,0.3084684415868471,0.02022409439086914,0.4245615601539612
vda4_crossattn1_grid2x2_seed0,cued,0.75,nochange,0.056,5.214285714285714,,,0.02022409439086914,0.4245615601539612
vda4_crossattn1_grid2x2_seed0,cued,1.0,valid,0.992,5.012096774193548,3.901627353339619,-0.3770316412263346,0.0010899303015321493,0.07179342955350876
vda4_crossattn1_grid2x2_seed0,cued,1.0,invalid,0.804,5.029850746268656,2.4254069429802705,0.3610785639533396,0.0010899303015321493,0.07179342955350876
vda4_crossattn1_grid2x2_seed0,cued,1.0,nochange,0.056,5.214285714285714,,,0.0010899303015321493,0.07179342955350876
vda4_crossattn1_grid2x2_seed0,control,0.0,valid,0.992,5.016129032258065,4.15465038561403,-0.250520125089129,0.21841563284397125,0.8619930148124695
vda4_crossattn1_grid2x2_seed0,control,0.0,invalid,0.956,5.125523012552302,3.513648476320125,0.06998082955782348,0.21841563284397125,0.8619930148124695
vda4_crossattn1_grid2x2_seed0,control,0.0,nochange,0.032,5.375,,,0.21841563284397125,0.8619930148124695
vda4_crossattn1_grid2x2_seed0,control,0.25,valid,0.992,5.016129032258065,4.15465038561403,-0.250520125089129,0.21599671244621277,0.8615200519561768
