mag,validity,color,value,n,n_hits,hit_rate,hit_sem,median_rt,rt_sem,premature_rate
,,blue,1,256,128,0.5,0.03125,2.0,0.4034130702348129,0.015625
,,green,3,256,136,0.53125,0.031188905122404905,2.0,0.3891201585120162,0.03515625
,,red,5,256,122,0.4765625,0.031215648844579315,2.0,0.4331247718178351,0.0078125
