mag,validity,color,value,n,n_hits,hit_rate,hit_sem,median_rt,rt_sem,premature_rate
,0.25,,,256,101,0.39453125,0.03054686095098382,7.0,0.46444997966775525,0.00390625
,0.5,,,256,105,0.41015625,0.0307413669656022,8.0,0.43487562329865637,0.0
,0.75,,,256,90,0.3515625,0.029841135919135786,7.0,0.49891595773763703,0.0
,1.0,,,256,96,0.375,0.030257682392245445,7.5,0.4255477015902069,0.0
