model,displayed_validity,magnitude,condition,response_count,response_rate,mean_rt,false_alarm_rate,dprime,criterion
vda4_affine_ew_grid2x2_seed0,0.25,0.0,valid,9,0.03,5.444444444444445,0.016666666666666666,0.23248811216366327,1.9745687187152985
vda4_affine_ew_grid2x2_seed0,0.25,0.0,invalid,7,0.023333333333333334,5.571428571428571,0.016666666666666666,0.12942570374050555,2.0260999229268775
vda4_affine_ew_grid2x2_seed0,0.25,3.0,valid,19,0.06333333333333334,5.684210526315789,0.016666666666666666,0.5750055565131396,1.8033099965405603
vda4_affine_ew_grid2x2_seed0,0.25,3.0,invalid,19,0.06333333333333334,5.473684210526316,0.016666666666666666,0.5750055565131396,1.8033099965405603
vda4_affine_ew_grid2x2_seed0,0.25,6.0,valid,27,0.09,5.666666666666667,0.016666666666666666,0.7583989828430773,1.7116132833755915
vda4_affine_ew_grid2x2_seed0,0.25,6.0,invalid,28,0.09333333333333334,5.571428571428571,0.016666666666666666,0.778364034696668,1.701630757448796
vda4_affine_ew_grid2x2_seed0,0.25,9.0,valid,58,0.19333333333333333,5.620689655172414,0.016666666666666666,1.2288433058660408,1.4763911218641097
vda4_affine_ew_grid2x2_seed0,0.25,9.0,invalid,51,0.17,5.568627450980392,0.016666666666666666,1.1409710694204003,1.5203272400869299
vda4_affine_ew_grid2x2_seed0,0.25,12.0,valid,115,0.38333333333333336,5.495652173913044,0.016666666666666666,1.7950900753449688,1.1932677371246458
vda4_affine_ew_grid2x2_seed0,0.25,12.0,invalid,104,0.3466666666666667,5.576923076923077,0.016666666666666666,1.697857018442097,1.2418842655760816
vda4_affine_ew_grid2x2_seed0,0.25,15.0,valid,191,0.6366666666666667,5.507853403141361,0.016666666666666666,2.4391662332906763,0.871229658151792
vda4_affine_ew_grid2x2_seed0,0.25,15.0,invalid,175,0.5833333333333334,5.531428571428571,0.016666666666666666,2.3005317136195784,0.9405469179873409
vda4_affine_ew_grid2x2_seed0,0.25,18.0,valid,229,0.7633333333333333,5.37117903930131,0.016666666666666666,2.8050458682623587,0.6882898406659508
vda4_affine_ew_grid2x2_seed0,0.25,18.0,invalid,224,0.7466666666666667,5.419642857142857,0.016666666666666666,2.7522910413717425,0.7146672541112589
vda4_affine_ew_grid2x2_seed0,0.25,22.0,valid,277,0.9233333333333333,5.245487364620939,0.016666666666666666,3.5089655041489944,0.3363300227226329
vda4_affine_ew_grid2x2_seed0,0.25,22.0,invalid,277,0.9233333333333333,5.2671480144404335,0.016666666666666666,3.5089655041489944,0.3363300227226329
vda4_affine_ew_grid2x2_seed0,0.25,26.0,valid,297,0.99,5.094276094276094,0.016666666666666666,4.360018571082093,-0.08919651074391632
vda4_affine_ew_grid2x2_seed0,0.25,26.0,invalid,292,0.9733333333333334,5.126712328767123,0.016666666666666666,3.9981386206186675,0.09174346448779636
vda4_affine_ew_grid2x2_seed0,0.25,30.0,valid,299,0.9966666666666667,5.030100334448161,0.016666666666666666,4.667792577713737,-0.24308351405973827
vda4_affine_ew_grid2x2_seed0,0.25,30.0,invalid,299,0.9966666666666667,5.0200668896321075,0.016666666666666666,4.667792577713737,-0.24308351405973827
vda4_affine_ew_grid2x2_seed0,0.5,0.0,valid,13,0.043333333333333335,5.384615384615385,0.04,0.036243470407597345,1.7150988002458565
vda4_affine_ew_grid2x2_seed0,0.5,0.0,invalid,15,0.05,5.466666666666667,0.04,0.10269291832911298,1.6818740762850988
vda4_affine_ew_grid2x2_seed0,0.5,3.0,valid,19,0.06333333333333334,5.526315789473684,0.04,0.2174133171656647,1.624513876866823
vda4_affine_ew_grid2x2_seed0,0.5,3.0,invalid,14,0.04666666666666667,5.428571428571429,0.04,0.07038576750871406,1.6980276516952983
vda4_affine_ew_grid2x2_seed0,0.5,6.0,valid,49,0.16333333333333333,5.612244897959184,0.04,0.7568959787168296,1.3547725460912405
vda4_affine_ew_grid2x2_seed0,0.5,6.0,invalid,19,0.06333333333333334,5.578947368421052,0.04,0.2174133171656647,1.624513876866823
vda4_affine_ew_grid2x2_seed0,0.5,9.0,valid,90,0.3,5.6,0.04,1.210730099306756,1.1278554857962773
vda4_affine_ew_grid2x2_seed0,0.5,9.0,invalid,56,0.18666666666666668,5.625,0.04,0.8468451570538436,1.3097979569227336
vda4_affine_ew_grid2x2_seed0,0.5,12.0,valid,150,0.5,5.48,0.04,1.7332205354496553,0.8666102677248276
vda4_affine_ew_grid2x2_seed0,0.5,12.0,invalid,106,0.35333333333333333,5.5754716981132075,0.04,1.358194623830844,1.0541232235342333
vda4_affine_ew_grid2x2_seed0,0.5,15.0,valid,196,0.6533333333333333,5.423469387755102,0.04,2.1261762918046885,0.670132389547311
vda4_affine_ew_grid2x2_seed0,0.5,15.0,invalid,159,0.53,5.522012578616352,0.04,1.8082398611326123,0.8291006048833491
vda4_affine_ew_grid2x2_seed0,0.5,18.0,valid,262,0.8733333333333333,5.347328244274809,0.04,2.869561354705046,0.29843985809713247
vda4_affine_ew_grid2x2_seed0,0.5,18.0,invalid,225,0.75,5.4222222222222225,0.04,2.4050989084794474,0.5306710812099316
vda4_affine_ew_grid2x2_seed0,0.5,22.0,valid,287,0.9566666666666667,5.146341463414634,0.04,3.430197600491713,0.018121735203798672
vda4_affine_ew_grid2x2_seed0,0.5,22.0,invalid,271,0.9033333333333333,5.287822878228782,0.04,3.0262140879985777,0.22011349145036652
vda4_affine_ew_grid2x2_seed0,0.5,26.0,valid,299,0.9966666666666667,5.076923076923077,0.04,4.310200338366262,-0.4218796337334757
vda4_affine_ew_grid2x2_seed0,0.5,26.0,invalid,293,0.9766666666666667,5.139931740614334,0.04,3.69460760650628,-0.11408326780348466
vda4_affine_ew_grid2x2_seed0,0.5,30.0,valid,300,1.0,5.013333333333334,0.04,4.669452384267171,-0.6015056566839302
vda4_affine_ew_grid2x2_seed0,0.5,30.0,invalid,299,0.9966666666666667,5.0602006688963215,0.04,4.310200338366262,-0.4218796337334757
vda4_affine_ew_grid2x2_seed0,0.75,0.0,valid,12,0.04,5.75,0.043333333333333335,-0.036243470407597345,1.7150988002458565
vda4_affine_ew_grid2x2_seed0,0.75,0.0,invalid,12,0.04,5.75,0.043333333333333335,-0.036243470407597345,1.7150988002458565
vda4_affine_ew_grid2x2_seed0,0.75,3.0,valid,18,0.06,5.666666666666667,0.043333333333333335,0.15435947685721274,1.6197973266134515
vda4_affine_ew_grid2x2_seed0,0.75,3.0,invalid,14,0.04666666666666667,5.642857142857143,0.043333333333333335,0.034142297101116714,1.6799059164914996
vda4_affine_ew_grid2x2_seed0,0.75,6.0,valid,31,0.10333333333333333,5.67741935483871,0.043333333333333335,0.4414908952176284,1.4762316174332437
vda4_affine_ew_grid2x2_seed0,0.75,6.0,invalid,26,0.08666666666666667,5.6923076923076925,0.043333333333333335,0.34405251095236733,1.5249508095658744
vda4_affine_ew_grid2x2_seed0,0.75,9.0,valid,70,0.23333333333333334,5.571428571428571,0.043333333333333335,0.9719550720248255,1.2109995290296451
vda4_affine_ew_grid2x2_seed0,0.75,9.0,invalid,48,0.16,5.6875,0.043333333333333335,0.707150987359417,1.3434015713623495
vda4_affine_ew_grid2x2_seed0,0.75,12.0,valid,153,0.51,5.529411764705882,0.043333333333333335,1.7219626705290534,0.8359957297775312
vda4_affine_ew_grid2x2_seed0,0.75,12.0,invalid,105,0.35,5.6380952380952385,0.043333333333333335,1.3130016613542392,1.0404762343649383
vda4_affine_ew_grid2x2_seed0,0.75,15.0,valid,216,0.72,5.412037037037037,0.043333333333333335,2.2776486827069795,0.5581527236885682
vda4_affine_ew_grid2x2_seed0,0.75,15.0,invalid,141,0.47,5.4822695035460995,0.043333333333333335,1.621957739359101,0.8859981953625075
vda4_affine_ew_grid2x2_seed0,0.75,18.0,valid,255,0.85,5.349019607843137,0.043333333333333335,2.728436158963305,0.3327589855604055
vda4_affine_ew_grid2x2_seed0,0.75,18.0,invalid,206,0.6866666666666666,5.432038834951456,0.043333333333333335,2.1816519610648393,0.6061510845096383
vda4_affine_ew_grid2x2_seed0,0.75,22.0,valid,290,0.9666666666666667,5.179310344827586,0.043333333333333335,3.510394633716093,-0.058220251815988666
vda4_affine_ew_grid2x2_seed0,0.75,22.0,invalid,269,0.8966666666666666,5.267657992565056,0.043333333333333335,2.9524632348664874,0.2207454476088142
vda4_affine_ew_grid2x2_seed0,0.75,26.0,valid,298,0.9933333333333333,5.053691275167785,0.043333333333333335,4.092177195773168,-0.34911153284452623
vda4_affine_ew_grid2x2_seed0,0.75,26.0,invalid,293,0.9766666666666667,5.1058020477815695,0.043333333333333335,3.6583641360986823,-0.13220500300728333
vda4_affine_ew_grid2x2_seed0,0.75,30.0,valid,299,0.9966666666666667,5.010033444816053,0.043333333333333335,4.273956867958665,-0.4400013689372744
vda4_affine_ew_grid2x2_seed0,0.75,30.0,invalid,296,0.9866666666666667,5.047297297297297,0.043333333333333335,3.8683852303991455,-0.23721555015751483
vda4_affine_ew_grid2x2_seed0,1.0,0.0,valid,8,0.02666666666666667,5.375,0.03,-0.04900118318807056,1.8828252542275021
vda4_affine_ew_grid2x2_seed0,1.0,0.0,invalid,12,0.04,5.5,0.03,0.1251041271838116,1.7957725990415612
vda4_affine_ew_grid2x2_seed0,1.0,3.0,valid,20,0.06666666666666667,5.7,0.03,0.3682805009637371,1.6741844121515983
vda4_affine_ew_grid2x2_seed0,1.0,3.0,invalid,15,0.05,5.333333333333333,0.03,0.22779704551292457,1.7444261398770045
vda4_affine_ew_grid2x2_seed0,1.0,6.0,valid,47,0.15666666666666668,5.617021276595745,0.03,0.8548141721460107,1.4309175765604616
vda4_affine_ew_grid2x2_seed0,1.0,6.0,invalid,29,0.09666666666666666,5.724137931034483,0.03,0.5653311100845442,1.5756591075911948
vda4_affine_ew_grid2x2_seed0,1.0,9.0,valid,84,0.28,5.583333333333333,0.03,1.2776530449685453,1.2194981401491942
vda4_affine_ew_grid2x2_seed0,1.0,9.0,invalid,53,0.17666666666666667,5.509433962264151,0.03,0.934315850087932,1.3911667375895007
vda4_affine_ew_grid2x2_seed0,1.0,12.0,valid,140,0.4666666666666667,5.435714285714286,0.03,1.7749514873716994,0.9708489189476172
vda4_affine_ew_grid2x2_seed0,1.0,12.0,invalid,97,0.3233333333333333,5.474226804123711,0.03,1.401560450529678,1.1575444373686279
vda4_affine_ew_grid2x2_seed0,1.0,15.0,valid,220,0.7333333333333333,5.363636363636363,0.03,2.4788929344410047,0.6188781954129645
vda4_affine_ew_grid2x2_seed0,1.0,15.0,invalid,150,0.5,5.613333333333333,0.03,1.8583246626334669,0.9291623313167334
vda4_affine_ew_grid2x2_seed0,1.0,18.0,valid,247,0.8233333333333334,5.283400809716599,0.03,2.7823334751790014,0.467157925043966
vda4_affine_ew_grid2x2_seed0,1.0,18.0,invalid,201,0.67,5.417910447761194,0.03,2.2966788261476996,0.709985249559617
vda4_affine_ew_grid2x2_seed0,1.0,22.0,valid,292,0.9733333333333334,5.164383561643835,0.03,3.7656505084550043,-0.02450059159403528
vda4_affine_ew_grid2x2_seed0,1.0,22.0,invalid,269,0.8966666666666666,5.29368029739777,0.03,3.1138108324578964,0.30141924640451867
vda4_affine_ew_grid2x2_seed0,1.0,26.0,valid,297,0.99,5.08080808080808,0.03,4.12753045891843,-0.20544056682574796
vda4_affine_ew_grid2x2_seed0,1.0,26.0,invalid,292,0.9733333333333334,5.11986301369863,0.03,3.7656505084550043,-0.02450059159403528
vda4_affine_ew_grid2x2_seed0,1.0,30.0,valid,299,0.9966666666666667,5.016722408026756,0.03,4.4353044655500735,-0.3593275701415699
vda4_affine_ew_grid2x2_seed0,1.0,30.0,invalid,300,1.0,5.056666666666667,0.03,4.794556511450983,-0.5389535930920244
