model,role,dose,condition,response_rate,mean_rt,dprime,criterion,achieved_change_mass_t5,achieved_change_mass_t6
vda4_crossattn1_grid4x4_seed0,change,0.0,valid,0.992,5.040322580645161,4.210398426547235,-0.2226461046225262,0.000577908125706017,0.003118437947705388
vda4_crossattn1_grid4x4_seed0,change,0.0,invalid,0.808,5.099009900990099,2.748618718111312,0.5082437495954356,0.000577908125706017,0.003118437947705388
vda4_crossattn1_grid4x4_seed0,change,0.0,nochange,0.028,5.571428571428571,,,0.000577908125706017,0.003118437947705388
vda4_crossattn1_grid4x4_seed0,change,0.25,valid,0.992,5.040322580645161,4.210398426547235,-0.2226461046225262,0.011468933895230293,0.058341868221759796
vda4_crossattn1_grid4x4_seed0,change,0.25,invalid,0.824,5.116504854368932,2.808292034652849,0.47840709132466724,0.011468933895230293,0.058341868221759796
vda4_crossattn1_grid4x4_seed0,change,0.25,nochange,0.028,5.571428571428571,,,0.011468933895230293,0.058341868221759796
vda4_crossattn1_grid4x4_seed0,change,0.5,valid,0.992,5.036290322580645,4.15465038561403,-0.250520125089129,0.18649981915950775,0.5285891890525818
vda4_crossattn1_grid4x4_seed0,change,0.5,invalid,0.956,5.2217573221757325,3.513648476320125,0.06998082955782348,0.18649981915950775,0.5285891890525818
vda4_crossattn1_grid4x4_seed0,change,0.5,nochange,0.032,5.75,,,0.18649981915950775,0.5285891890525818
vda4_crossattn1_grid4x4_seed0,change,0.75,valid,0.988,5.008097165991903,4.025657087406043,-0.1860234759851357,0.8137127161026001,0.9533329010009766
vda4_crossattn1_grid4x4_seed0,change,0.75,invalid,0.996,5.192771084337349,4.34035778743404,-0.343373825999134,0.8137127161026001,0.9533329010009766
vda4_crossattn1_grid4x4_seed0,change,0.75,nochange,0.032,5.75,,,0.8137127161026001,0.9533329010009766
vda4_crossattn1_grid4x4_seed0,change,1.0,valid,0.984,5.012195121951219,3.981103269582417,-0.10799852614011696,0.9885721206665039,0.997520387172699
vda4_crossattn1_grid4x4_seed0,change,1.0,invalid,0.996,5.184738955823293,4.396105828367245,-0.3154998055325312,0.9885721206665039,0.997520387172699
vda4_crossattn1_grid4x4_seed0,change,1.0,nochange,0.028,5.571428571428571,,,0.9885721206665039,0.997520387172699
vda4_crossattn1_grid4x4_seed0,cued,0.0,valid,0.984,5.008130081300813,3.981103269582417,-0.10799852614011696,0.3427097201347351,0.7393345832824707
vda4_crossattn1_grid4x4_seed0,cued,0.0,invalid,0.984,5.17479674796748,3.981103269582417,-0.10799852614011696,0.3427097201347351,0.7393345832824707
vda4_crossattn1_grid4x4_seed0,cued,0.0,nochange,0.028,5.714285714285714,,,0.3427097201347351,0.7393345832824707
vda4_crossattn1_grid4x4_seed0,cued,0.25,valid,0.992,5.016129032258065,4.272697025764717,-0.19149680501378552,0.32885435223579407,0.7238023281097412
vda4_crossattn1_grid4x4_seed0,cued,0.25,invalid,0.984,5.178861788617886,4.043401868799899,-0.07684922653137627,0.32885435223579407,0.7238023281097412
vda4_crossattn1_grid4x4_seed0,cued,0.25,nochange,0.024,5.666666666666667,,,0.32885435223579407,0.7238023281097412
vda4_crossattn1_grid4x4_seed0,cued,0.5,valid,0.992,5.036290322580645,4.15465038561403,-0.250520125089129,0.18649981915950775,0.5285891890525818
vda4_crossattn1_grid4x4_seed0,cued,0.5,invalid,0.956,5.2217573221757325,3.513648476320125,0.06998082955782348,0.18649981915950775,0.5285891890525818
vda4_crossattn1_grid4x4_seed0,cued,0.5,nochange,0.032,5.75,,,0.18649981915950775,0.5285891890525818
vda4_crossattn1_grid4x4_seed0,cued,0.75,valid,0.988,5.060728744939271,4.081405128339249,-0.15814945551853288,0.020434357225894928,0.09197652339935303
vda4_crossattn1_grid4x4_seed0,cued,0.75,invalid,0.8,5.18,2.719912760475448,0.5225967284133677,0.020434357225894928,0.09197652339935303
vda4_crossattn1_grid4x4_seed0,cued,0.75,nochange,0.028,5.857142857142857,,,0.020434357225894928,0.09197652339935303
vda4_crossattn1_grid4x4_seed0,cued,1.0,valid,0.988,5.064777327935222,3.92865580096013,-0.23452411920809246,0.0010869447141885757,0.005311117507517338
vda4_crossattn1_grid4x4_seed0,cued,1.0,invalid,0.764,5.167539267015707,2.4456220253483467,0.5069927685977992,0.0010869447141885757,0.005311117507517338
vda4_crossattn1_grid4x4_seed0,cued,1.0,nochange,0.04,5.8,,,0.0010869447141885757,0.005311117507517338
vda4_crossattn1_grid4x4_seed0,control,0.0,valid,0.992,5.040322580645161,4.15465038561403,-0.250520125089129,0.22650469839572906,0.5774762630462646
vda4_crossattn1_grid4x4_seed0,control,0.0,invalid,0.96,5.254166666666666,3.5566088489898586,0.04850064322295655,0.22650469839572906,0.5774762630462646
vda4_crossattn1_grid4x4_seed0,control,0.0,nochange,0.032,5.875,,,0.22650469839572906,0.5774762630462646
vda4_crossattn1_grid4x4_seed0,control,0.25,valid,0.992,5.040322580645161,4.15465038561403,-0.250520125089129,0.22418132424354553,0.5749137997627258
vda4_crossattn1_grid4x4_seed0,control,0.25,invalid,0.96,5.254166666666666,3.5566088489898586,0.04850064322295655,0.22418132424354553,0.5749137997627258
vda4_crossattn1_grid4x4_seed0,control,0.25,nochange,0.032,5.875,,,0.22418132424354553,0.5749137997627258
vda4_crossattn1_grid4x4_seed0,control,0.5,valid,0.992,5.036290322580645,4.15465038561403,-0.250520125089129,0.18649981915950775,0.5285891890525818
vda4_crossattn1_grid4x4_seed0,control,0.5,invalid,0.956,5.2217573221757325,3.513648476320125,0.06998082955782348,0.18649981915950775,0.5285891890525818
vda4_crossattn1_grid4x4_seed0,control,0.5,nochange,0.032,5.75,,,0.18649981915950775,0.5285891890525818
vda4_crossattn1_grid4x4_seed0,control,0.75,valid,0.996,5.020080321285141,4.243356500988126,-0.3918744692220908,0.04482242837548256,0.21870988607406616
vda4_crossattn1_grid4x4_seed0,control,0.75,invalid,0.896,5.066964285714286,2.9801985394058788,0.23970451156903305,0.04482242837548256,0.21870988607406616
vda4_crossattn1_grid4x4_seed0,control,0.75,nochange,0.04,5.4,,,0.04482242837548256,0.21870988607406616
vda4_crossattn1_grid4x4_seed0,control,1.0,valid,0.98,5.004081632653061,3.6249768485411424,-0.20327517879372525,0.0027964329347014427,0.018588431179523468
vda4_crossattn1_grid4x4_seed0,control,1.0,invalid,0.88,5.040909090909091,2.776665229211226,0.220880630871233,0.0027964329347014427,0.018588431179523468
