label,feedback,grid,n_tokens,seed,condition,window,metric,n_trials,mean,ci95_low,ci95_high,interval_unit,interval_method
vda4_affine_ew_grid10x10_seed0,affine_ew,10x10,100,0,valid,frames5_6_mean,target_peak_patch_raw,128,0.3173705044318922,0.3017187502780871,0.33349775487731675,held-out trials,percentile bootstrap (10000 draws)
vda4_affine_ew_grid10x10_seed0,affine_ew,10x10,100,0,valid,frames5_6_mean,cue_peak_patch_raw,128,0.3173705044318922,0.30163952981674813,0.3327667660705629,held-out trials,percentile bootstrap (10000 draws)
vda4_affine_ew_grid10x10_seed0,affine_ew,10x10,100,0,valid,frames5_6_mean,target_peak_patch_uniform_ratio,128,31.73705044318922,30.144700542841747,33.31650216779963,held-out trials,percentile bootstrap (10000 draws)
vda4_affine_ew_grid10x10_seed0,affine_ew,10x10,100,0,valid,frames5_6_mean,cue_peak_patch_uniform_ratio,128,31.73705044318922,30.200043945442303,33.350597450444184,held-out trials,percentile bootstrap (10000 draws)
vda4_affine_ew_grid10x10_seed0,affine_ew,10x10,100,0,valid,frames5_6_mean,target_peak_patch_quadrant_share,128,0.8590623628127738,0.8461856802352168,0.8715101660420524,held-out trials,percentile bootstrap (10000 draws)
vda4_affine_ew_grid10x10_seed0,affine_ew,10x10,100,0,valid,frames5_6_mean,cue_peak_patch_quadrant_share,128,0.8590623628127738,0.8457182757541633,0.8714839158327331,held-out trials,percentile bootstrap (10000 draws)
vda4_affine_ew_grid10x10_seed0,affine_ew,10x10,100,0,valid,frames5_6_mean,target_within_quadrant_peak_ratio,128,11.5316507138801,11.026248504053006,12.046127514750783,held-out trials,percentile bootstrap (10000 draws)
vda4_affine_ew_grid10x10_seed0,affine_ew,10x10,100,0,valid,frames5_6_mean,cue_within_quadrant_peak_ratio,128,11.5316507138801,11.032068586695807,12.040104036941013,held-out trials,percentile bootstrap (10000 draws)
vda4_affine_ew_grid10x10_seed0,affine_ew,10x10,100,0,valid,frames5_6_mean,target_minus_cue_total_mass,128,0.0,0.0,0.0,held-out trials,percentile bootstrap (10000 draws)
vda4_affine_ew_grid10x10_seed0,affine_ew,10x10,100,0,valid,frames5_6_mean,target_minus_other_total_mass,128,0.537213709643164,0.5237026358999706,0.5503293885761754,held-out trials,percentile bootstrap (10000 draws)
