mag,validity,color,value,n,n_hits,hit_rate,hit_sem,median_rt,rt_sem,premature_rate
,,blue,1,300,213,0.71,0.026197964297504747,3.0,0.18540625534454805,0.0
,,green,3,300,224,0.7466666666666667,0.025110127807689838,3.0,0.20834764719228993,0.0033333333333333335
,,red,5,300,239,0.7966666666666666,0.02323710315342605,3.0,0.1821750759254492,0.0033333333333333335
