mag,validity,color,value,n,n_hits,hit_rate,hit_sem,median_rt,rt_sem,premature_rate
,0.25,,,128,70,0.546875,0.04399953252370629,1.5,0.38640561664635753,0.0078125
,0.5,,,128,82,0.640625,0.04241025537228216,1.0,0.2774655071425182,0.015625
,0.75,,,128,68,0.53125,0.04410777261967271,2.0,0.38961492696645683,0.0078125
,1.0,,,128,85,0.6640625,0.04174733300742003,2.0,0.3875295781467709,0.0
