feedback,model,grid,n_tokens,seed,displayed_validity,valid_threshold_deg,invalid_threshold_deg,threshold_cost_invalid_minus_valid_deg,normalized_response_auc_valid_minus_invalid,rt30_invalid_minus_valid_frames,valid_tl_region0_mass_frames5_6,invalid_br_region3_mass_frames5_6,invalid_tl_region0_mass_frames5_6,invalid_reorienting_br_minus_tl_mass_frames5_6,explicit_natural_invalid_response_rate,explicit_uniform_invalid_response_rate,explicit_shuffle_invalid_response_rate,explicit_disable_invalid_response_rate,causal_dependence_natural_minus_disable_pp,source_manifest_sha256
crossattn1,Cross-attention,2x2,4,0,1,11.90625,19.066666666666666,7.1604166666666664,0.21877777777777779,0.11391257242451402,0.74807131686247885,0.50705239799572155,0.28549698705091942,0.22155541094480213,0.94399999999999995,0.85599999999999998,0.86799999999999999,0.81999999999999995,12.4,044f9a5860ac5a400a461b5d7dc5bf8a9d58559cd2fe08d925df58185b90d3f7
crossattn1,Cross-attention,10x10,100,0,1,11.440677966101696,17.625,6.1843220338983045,0.19722222222222224,0.16414106939704176,0.35462998657021672,0.26845108473207802,0.27254642447223887,-0.0040953397401608527,0.97599999999999998,0.95599999999999996,0.93600000000000005,0.96399999999999997,1.2000000000000011,c3ecaa670952864230f91859cebfa5c5cbaa607e934969ca589347a237d9a6eb
crossattn1,Cross-attention,2x2,4,1,1,11.741379310344826,14.714285714285715,2.9729064039408897,0.092944444444444468,0.093734671125975666,0.63767942870617844,0.60434806870762259,0.1419171709133451,0.46243089779427748,1,0.94799999999999995,0.97199999999999998,0.96399999999999997,3.6000000000000032,054c7bac594cfad4fd8998093e282b3d6637d47f87898d1f5f2e634776227703
crossattn1,Cross-attention,10x10,100,1,1,8.9423076923076934,14.413043478260869,5.4707357859531758,0.16849999999999998,0.063545150501671976,0.62766948074568063,0.23025119466183241,0.48699089110596105,-0.25673969644412864,1,1,1,1,0,8d758522bddb159367960b1d3b8a80f6f660ffb529c0e8a9103d46fc5e45a387
