feedback,model,grid,n_tokens,seed,displayed_validity,valid_threshold_deg,invalid_threshold_deg,threshold_cost_invalid_minus_valid_deg,normalized_response_auc_valid_minus_invalid,rt30_invalid_minus_valid_frames,valid_tl_region0_mass_frames5_6,invalid_br_region3_mass_frames5_6,invalid_tl_region0_mass_frames5_6,invalid_reorienting_br_minus_tl_mass_frames5_6,explicit_natural_invalid_response_rate,explicit_uniform_invalid_response_rate,explicit_shuffle_invalid_response_rate,explicit_disable_invalid_response_rate,causal_dependence_natural_minus_disable_pp,source_manifest_sha256
crossattn1,Cross-attention,2x2,4,0,1,11.90625,19.0666666667,7.16041666667,0.218777777778,0.113912572425,0.748071316862,0.507052397996,0.285496987051,0.221555410945,0.944,0.856,0.868,0.82,12.4,044f9a5860ac5a400a461b5d7dc5bf8a9d58559cd2fe08d925df58185b90d3f7
crossattn1,Cross-attention,10x10,100,0,1,11.4406779661,17.625,6.1843220339,0.197222222222,0.164141069397,0.35462998657,0.268451084732,0.272546424472,-0.00409533974016,0.976,0.956,0.936,0.964,1.2,c3ecaa670952864230f91859cebfa5c5cbaa607e934969ca589347a237d9a6eb
crossattn1,Cross-attention,2x2,4,1,1,11.7413793103,14.7142857143,2.97290640394,0.0929444444444,0.093734671126,0.637679428706,0.604348068708,0.141917170913,0.462430897794,1,0.948,0.972,0.964,3.6,054c7bac594cfad4fd8998093e282b3d6637d47f87898d1f5f2e634776227703
crossattn1,Cross-attention,10x10,100,1,1,8.94230769231,14.4130434783,5.47073578595,0.1685,0.0635451505017,0.627669480746,0.230251194662,0.486990891106,-0.256739696444,1,1,1,1,0,8d758522bddb159367960b1d3b8a80f6f660ffb529c0e8a9103d46fc5e45a387
